"Topic = ""Health and Safety - Ref"">>Topic = ""Fire"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: Health and Safety - Ref
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: Health and Safety - Ref-->Fire
Sentiment Filter: All sentences
Matched: 37 sentences
"Fire Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""Health and Safety English"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety English - AMER"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety English - APAC"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Italian"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety German"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety French"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety French - AMER"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety French - LATAM"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Portuguese"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Brazilian Portuguese"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Spanish"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Spanish - AMER"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Spanish - LATAM"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Russian"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Dutch"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Dutch - LATAM"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Norwegian"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Danish"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Finnish"" path:""root"" node:""Fire""], _catRef:[model:""Health and Safety Swedish"" path:""root"" node:""Fire""], }] [ LEVEL:SENTENCE TYPE:NOT_KEYWORD {HA_PARENTCHAINNAME:""wyndham worldwide"", HA_PARENTCHAINNAME:""wyndham extra holidays"", HA_PARENTCHAINNAME:""wyndham vacation ownership"", HA_PARENTCHAINNAME:""hilton worldwide"", HA_PARENTCHAINNAME:choice, HA_PARENTCHAINNAME:""choice nordic"", HA_PARENTCHAINNAME:""choice global parent meso"", HA_PARENTCHAINNAME:marriott, HA_PARENTCHAINNAME:ihg, HA_PARENTCHAINNAME:""best western"", HA_PARENTCHAINNAME:""accor"", HA_PARENTCHAINNAME:starwood, HA_PARENTCHAINNAME:""starwood capital"", HA_PARENTCHAINNAME:carlson, HA_PARENTCHAINNAME:""hyatt hotels"", HA_PARENTCHAINNAME:""la quinta"", HA_PARENTCHAINNAME:""motel 6"", HA_PARENTCHAINNAME:""red roof inn"", HA_PARENTCHAINNAME:mgm, HA_PARENTCHAINNAME:""mgm muthu hotels"", HA_PARENTCHAINNAME:""americas best value inn"", HA_PARENTCHAINNAME:""america's best inns"", HA_PARENTCHAINNAME:""extended stay america"", HA_PARENTCHAINNAME:""louvre hotels"", HA_PARENTCHAINNAME:""caesars entertainment"", HA_PARENTCHAINNAME:""nh hotels"", HA_PARENTCHAINNAME:""melia hotels international"", HA_PARENTCHAINNAME:""red lion"", HA_PARENTCHAINNAME:""bedandbreakfast.com"", HA_PARENTCHAINNAME:""highgate independent"", HA_PARENTCHAINNAME:""scandic hotels chain"", HA_PARENTCHAINNAME:millennium, HA_PARENTCHAINNAME:omni, HR_DISPLAYLOCALE:""en_us""}]"
"Health and Safety - Ref Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TPID""-401"", HR_TPID:""60000"", HR_TPID:""-1"", HR_TPID:""-101"", HR_TPID:""-102"", HR_TPID:""-103"", HR_TPID:""-104"", HR_TPID:""-105"", HR_TPID:""-106"", HR_TPID:""-107"", HR_TPID:""-108"", HR_TPID:""-109"", HR_TPID:""-110"", HR_TPID:""-111"", HR_TPID:""-112"", HR_TPID:""-113"", HR_TPID:""-114"", HR_TPID:""-115"", HR_TPID:""-116"", HR_TPID:""-117"", HR_TPID:""-118"", HR_TPID:""-119"", HR_TPID:""-120"", HR_TPID:""-121"", HR_TPID:""-122"", HR_TPID:""-123"", HR_TPID:""-124"", HR_TPID:""-125"", HR_TPID:""-126"", HR_TPID:""-127"", HR_TPID:""-128"", HR_TPID:""-129"", HR_TPID:""15"", HR_TPID:""-180"", HR_TPID:""-182"", HR_TPID:""-184"", HR_TPID:""-186"", HR_TPID:""-188"", HR_TPID:""-190"", HR_TPID:""-200"", HR_TPID:""-202"", HR_TPID:""-204"", HR_TPID:""-206"", HR_TPID:""-300"", HR_TPID:""3000"", HR_TPID:""30001"", HR_TPID:""30002"", HR_TPID:""30003"", HR_TPID:""30004"", HR_TPID:""3001"", HR_TPID:""3002"", HR_TPID:""30021"", HR_TPID:""30025"", HR_TPID:""30029"", HR_TPID:""3003"", HR_TPID:""30030"", HR_TPID:""30031"", HR_TPID:""30032"", HR_TPID:""30033"", HR_TPID:""30034"", HR_TPID:""3004"", HR_TPID:""3018"", HR_TPID:""3019"", HR_TPID:""-304"", HR_TPID:""-308"", HR_TPID:""-310"", HR_TPID:""3100"", HR_TPID:""3101"", HR_TPID:""3102"", HR_TPID:""3103"", HR_TPID:""3104"", HR_TPID:""3105"", HR_TPID:""3107"", HR_TPID:""3109"", HR_TPID:""3110"", HR_TPID:""3111"", HR_TPID:""3112"", HR_TPID:""3113"", HR_TPID:""3114"", HR_TPID:""3115"", HR_TPID:""3116"", HR_TPID:""3117"", HR_TPID:""3118"", HR_TPID:""3119"", HR_TPID:""-312"", HR_TPID:""3180"", HR_TPID:""-320"", HR_TPID:""3200"", HR_TPID:""3201"", HR_TPID:""3202"", HR_TPID:""3203"", HR_TPID:""3204"", HR_TPID:""3205"", HR_TPID:""3206"", HR_TPID:""3207"", HR_TPID:""3208"", HR_TPID:""3209"", HR_TPID:""3210"", HR_TPID:""3211"", HR_TPID:""3212"", HR_TPID:""3213"", HR_TPID:""3214"", HR_TPID:""-322"", HR_TPID:""-326"", HR_TPID:""3301"", HR_TPID:""-334"", HR_TPID:""-336"", HR_TPID:""-338"", HR_TPID:""-340"", HR_TPID:""3401"", HR_TPID:""-342"", HR_TPID:""-344"", HR_TPID:""-346"", HR_TPID:""-348"", HR_TPID:""3480"", HR_TPID:""-350"", HR_TPID:""-352"", HR_TPID:""-354"", HR_TPID:""-356"", HR_TPID:""-358"", HR_TPID:""-360"", HR_TPID:""-362"", HR_TPID:""-364"", HR_TPID:""-366"", HR_TPID:""-368"", HR_TPID:""-370"", HR_TPID:""-372"", HR_TPID:""-42"", HR_TPID:""4700"", HR_TPID:""4701"", HR_TPID:""4711"", HR_TPID:""4780"", HR_TPID:""4781"", HR_TPID:""61"", HR_TPID:""70201"", HR_TPID:""70205"", HR_TPID:""70406"", HR_TPID:""70463"", HR_TPID:""70472"", HR_TPID:""70473"", HR_TPID:""70501"", HR_TPID:""7101"", HR_TPID:""7102"", HR_TPID:""7103"", HR_TPID:""7104"", HR_TPID:""7105"", HR_TPID:""7107"", HR_TPID:""7109"", HR_TPID:""7110"", HR_TPID:""7111"", HR_TPID:""7114"", HR_TPID:""7115"", HR_TPID:""7116"", HR_TPID:11, HR_TPID:12, HR_TPID:16, HR_TPID:17, HR_TPID:18, HR_TPID:20, HR_TPID:25, HR_TPID:28, HR_TPID:29, HR_TPID:4980, HR_TPID:6, HR_TPID:62, HR_TPID:63, HR_TPID:64, HR_TPID:65, HR_TPID:66, HR_TPID:67, HR_TPID:69, HR_TPID:7, HR_TPID:70, HR_TPID:70125, HR_TPID:70129, HR_TPID:70301, HR_TPID:70403, HR_TPID:70420, HR_TPID:70465, HR_TPID:70472, HR_TPID:73, HR_TPID:75, HR_TPID:8, HR_TPID:80001, HR_TPID:80004, HR_TPID:9, HR_TSPID:83, HR-TPID:""-332"", HR_TPID:""21"", HR_TPID:""3120"", HR_TPID:""3121"", HR_TPID:""3122"", HR_TPID:""3123"", HR_TPID:""3124"", HR_TPID:""3125"", HR_TPID:""3126"", HR_TPID:""3127"", HR_TPID:""3128"", HR_TPID:""3129"", HR_TPID:""3130"", HR_TPID:""3131"", HR_TPID:""3135"", HR_TPID:""3136"", HR_TPID:""3137"", HR_TPID:""3141"", HR_TPID:""3145"", HR_TPID:""34"", HR_TPID:1, HR_TPID:3, HR_TPID:4, }] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:chinese, _language:danish, _language:dutch, _language:english, _language:finnish, _language:french, _language:german, _language:italian, _language:japanese, _language:""korean"", _language:""norwegian"", _language:""portuguese"", _language:russian, _language:spanish, _language:swedish, _language:thai, _language:chinese, _language:""turkish"", _language:""greek (modern)"", _language:""czech"", _language:""estonian"", _language:""polish"", _language:""slovak"", _language:""icelandic"", _language:croatian, _language:latvian, _language:hungarian, _language:arabic, _language:""hebrew (modern)"", _language:lithuanian, _language:bosnian, _language:indonesian, _language:malay, _language:serbian, _language:vietnamese}] [ LEVEL:SENTENCE TYPE:NOT_KEYWORD {_verbatimtype:""lb_bookingtxt""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e0df9219d00a0fb0928edc,8182166965,NOT SPECIFIED,2202530,1675685650117,06/02/2023 11:08:02 CST,residhotel galerie tatry,fr_fr,-1,moyen moyen,Hotel calme sauf alarme incendie la première nuit .ça a duré bcp trop longtemps.,HR_REVIEWTEXT,"Hotel calme sauf alarme incendie la première nuit .ça a duré bcp trop longtemps. Chambre RELATIVEMENT propre, brûlures cigarette sur le sol, sanitaires propres mais odeur d égouts très importantes le premier soir, fenetre immonde pleine de dejections de pigeons HORRIBLE. Peu de papier wc disponible. Sinon pour le prix on va dire que ça va. HEUREUSEMENT que la chambre etait calme."
63e256dc889b102e37afc2a1,8182636981,NOT SPECIFIED,17940,1675781762413,07/02/2023 13:49:16 CST,hotel classique,en_ca,4,,Went 36 hours with no smoke alarm and then one beeping every 30min,HR_REVIEWTEXT,"not updated, microwave caught on fire(18 years old and dirty), smoke alarms not working due to no batteries available on site, no first aid on site.  Went 36 hours with no smoke alarm and then one beeping every 30min"
63e256dc889b102e37afc2a1,8182636980,NOT SPECIFIED,17940,1675781762413,07/02/2023 13:49:16 CST,hotel classique,en_ca,4,,"not updated, microwave caught on fire(18 years old and dirty), smoke alarms not working due to no batteries available on site, no first aid on site.",HR_REVIEWTEXT,"not updated, microwave caught on fire(18 years old and dirty), smoke alarms not working due to no batteries available on site, no first aid on site.  Went 36 hours with no smoke alarm and then one beeping every 30min"
63d7fa7af013ca1b8c06f267,8180587163,NOT SPECIFIED,1147785,1675351903733,30/01/2023 17:12:26 CST,la quinta inn & suites by wyndham laredo airport,es_mx,1,,"No me gustó que cuando encendí la calefacción la habitación se empezó a llenar de humo, lo reportamos a Front Desk y la chica como que no nos creía y nos decía que no nos iba a cambiar de habitación a pesar de que nosotras solo estabamos reportando el incidente.",HR_REVIEWTEXT,"Lo escogí por su cercanía a la arena y estaba a buen precio. No me gustó que cuando encendí la calefacción la habitación se empezó a llenar de humo, lo reportamos a Front Desk y la chica como que no nos creía y nos decía que no nos iba a cambiar de habitación a pesar de que nosotras solo estabamos reportando el incidente. Finalmente fue a la habitación se dio cuenta de la humadera y nos cambió de habitación"
63e0f1429b665768329a27c4,8182189696,NOT SPECIFIED,1157661,1675690098376,06/02/2023 12:23:30 CST,apart-hotel serrano recoletos,es_es,-1,para repetir,A pesar de que la primera noche saltó la alarma contra incendios,HR_REVIEWTEXT,"A pesar de que la primera noche saltó la alarma contra incendios y nadie informaba de si era o no una falsa alarma, a las 3h de la madrugada, tengo que decir que la estancia alli fie perfecta por la ubicación,  limpieza y amabilidad del personal.  Sin duda repetiremos. Muchas gracias"
63e0f1429b665768329a27c4,8182189697,NOT SPECIFIED,1157661,1675690098376,06/02/2023 12:23:30 CST,apart-hotel serrano recoletos,es_es,-1,para repetir,"nadie informaba de si era o no una falsa alarma, a las 3h de la madrugada, tengo que decir que la estancia alli fie perfecta por la ubicación, limpieza y amabilidad del personal",HR_REVIEWTEXT,"A pesar de que la primera noche saltó la alarma contra incendios y nadie informaba de si era o no una falsa alarma, a las 3h de la madrugada, tengo que decir que la estancia alli fie perfecta por la ubicación,  limpieza y amabilidad del personal.  Sin duda repetiremos. Muchas gracias"
63d76a3dc8d6d95ebaf35e06,8179353587,NOT SPECIFIED,1757986,1675065803487,30/01/2023 06:57:01 CST,room mate óscar,es_es,-1,muy buen staff,El único problema que tenía mi habitación es que la alarma de incendios emitía un beep todo el rato y era un poco incómodo si quieres silencio.,HR_REVIEWTEXT,"El staff siempre ha estado súper amigable y dispuesto a ayudar.
La habitación estuvo muy bien también, amplia, cómoda y bien decorada. El único problema que tenía mi habitación es que la alarma de incendios emitía un beep todo el rato y era un poco incómodo si quieres silencio."
63d7b0a2997d081da0c7def5,8179408346,NOT SPECIFIED,81277,1675087841260,30/01/2023 11:57:22 CST,astoria hotel,nl_nl,11,,"Een ruziënd stel had het brandalarm geactiveerd, waardoor alle stroom uitviel.",HR_REVIEWTEXT,"De ontvangst was vriendelijk, de kamer netjes en schoon. Het shampooflesje bij de douche bleek leeg te zijn, kreeg direct 2 kleine flesjes. Een ruziënd stel had het brandalarm geactiveerd, waardoor alle stroom uitviel. De personeelsleden probeerden dit zo snel mogelijk op te lossen. Het hotel ligt vlakbij het stadspark, wat een leuke wandelmogelijkheid bood."
63d89e518c2eab5395c4766e,8179695702,NOT SPECIFIED,28014,1675144731080,31/01/2023 04:51:29 CST,days inn by wyndham kelowna,en_ca,-1,"basic, but sufficient","There was a hole in the bathroom wall, and no smoke detector (wires cramped, but hanging down).",HR_REVIEWTEXT,"Basic hotel, decent for a place to sleep and for the price.  There was a hole in the bathroom wall, and no smoke detector (wires cramped, but hanging down).  There was a fridge and microwave in the room which was convenient.  Breakfast was basic and minimal with many items being empty (no bacon, no bagels and juiced was watered down, only a few of the items that were there).  Staff were friendly and location was good for our needs."
63dfdc3f34859f7986c6d3c1,8181854972,NOT SPECIFIED,1112195,1675619652449,05/02/2023 16:41:35 CST,olympia,en_au,29,,No apparent fire escape and no smoke detectors.,HR_REVIEWTEXT,"This hotel was really bad. It had a disgusting carpet, chipped paint everywhere, beds looked like they’d come from a garage sale. Old bed with k-pock mattress with mattress protector. All bulbs missing from bedside lights. No fridge. One mug provided for 3 people. Bathroom door didn’t shut, masking tape left around top of bathroom ceiling. No bath mat provided and no hand towel. When we asked for an extra towel they didn’t turn up. Very narrow stairs for 3 stories with no lift. Very difficult to get luggage up. No apparent fire escape and no smoke detectors. Flimsy lock on door. Don’t know how this hotel passed any inspection. Substandard! Staff surly and unhelpful."
63d94136837deb7755712ad6,8179865747,NOT SPECIFIED,911448,1675186238572,31/01/2023 16:26:30 CST,leonardo hotel newcastle  - formerly jurys inn,en_gb,3,,No hot water due to boiler issue which they seem to be having frequently and fire alarms going off due to a fault,HR_REVIEWTEXT,"Rooms are very tired, think unrefurbished travelodge. No hot water due to boiler issue which they seem to be having frequently and fire alarms going off due to a fault"
63db9b6154d6022716b18e78,8180558069,NOT SPECIFIED,5087882,1675345891309,02/02/2023 11:15:45 CST,yelf's hotel,en_gb,-1,below even the lowest standards expected.,"They complained about rooms smelling of smoke, rodents running through the ceiling/floor space throughout the night, being sited away from the main hotel, fire door to roof in one room not initially able to be closed, no parking available and generally run down and in places filthy.",HR_REVIEWTEXT,"Yelf's hotel is in an appalling state. I have stayed before and had reservations about rebooking for female members of my team. They complained about rooms smelling of smoke, rodents running through the ceiling/floor space throughout the night, being sited away from the main hotel, fire door to roof in one room not initially able to be closed, no parking available and generally run down and in places filthy."
63d7c0f4b19fcb4e0e2fcf98,8182509730,NOT SPECIFIED,69700938,1675754973417,30/01/2023 13:07:00 CST,kuukum tulum hotel,en_ie,-1,would not book again,"It was not a health and safety check which we learned from other guests but there had been a fire in one of the rooms, the next day the staff was running around putting up fire exit signs and installing fire extinguishers, so we learned the hotel had no Fire plans.",HR_REVIEWTEXT,"It was a really nice hotel BUT! We lost electricity twice for more than 6 hours at a time and the staff really did not care, we lost water for a whole day and the staff did not care. We arrived back at the hotel one day and there were police everywhere when we asked what had happened the staff told us it was just a health and safety check, we also learned that the police had closed the hotel to the public but the hotel management kept it open. It was not a health and safety check which we learned from other guests but there had been a fire in one of the rooms, the next day the staff was running around putting up fire exit signs and installing fire extinguishers, so we learned the hotel had no Fire plans. So we were lied to by the staff which made us feel very unsafe. Twice we asked the staff to change our bedsheets because there were brown marks all over them, this was never done during our stay, also the towels in the room had holes in them. There is a lot of building work going on in the area but that did not worry us, the walk into town is about 25 minutes and there is no street lighting."
63df76c448845944dd7df701,8181711852,NOT SPECIFIED,2256301,1675596589600,05/02/2023 09:28:36 CST,skara konsthotell,sv_se,-1,,Det gick ett brandlarm då vi var där.,HR_REVIEWTEXT,"Det gick ett brandlarm då vi var där. Vi satt i matsalen
Personalen var väldigt lugnt och när allt var över så var de extremt servicevänliga

En sak som är sådär är att det inte är riktiga dubbelsängar utan två sängar som står ihop. Dvs glider isär om man är två"
63e147524807715606c403f4,8182315914,NOT SPECIFIED,76838492,1675712811151,06/02/2023 18:30:42 CST,hamilton hotel,en_gb,3,,"Fire extingushers were located on the floor, not on the wall and were being used to prop the outside door open while cleaners were outside in the morning having a smoke.",HR_REVIEWTEXT,"The facilities were great but service was poor. I knew when booking that there was nobody on site but the emergency number was not answered quickly enough and the telephone number on the side of the property does not exist. The fire alarm went off at 5.45am so everyone evacuated but it was 40mins until the emergency number was answered and another half hour before the fire alarm engineer came out. There are no fire procedures in the rooms and no evacuation plan. This is particularly worrying with nobody on site. Luckily it was a false alarm and not a real fire. Fire extingushers were located on the floor, not on the wall and were being used to prop the outside door open while cleaners were outside in the morning having a smoke."
