"Topic = ""Health and Safety - Ref"">>Topic = ""Injury"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: Health and Safety - Ref
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: Health and Safety - Ref-->Injury
Sentiment Filter: All sentences
Matched: 32 sentences
"Injury Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""Health and Safety English"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety English - AMER"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety English - APAC"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Italian"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety German"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety French"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety French - AMER"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety French - LATAM"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Portuguese"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Brazilian Portuguese"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Spanish"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Spanish - AMER"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Spanish - LATAM"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Russian"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Dutch"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Dutch - LATAM"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Norwegian"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Danish"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Finnish"" path:""root"" node:""Injury""], _catRef:[model:""Health and Safety Swedish"" path:""root"" node:""Injury""], _catRef:[model:""H&S GPG Secondary Category"" path:""root"" node:""Injury""]}] [ LEVEL:SENTENCE TYPE:NOT_KEYWORD {HA_PARENTCHAINNAME:""wyndham worldwide"", HA_PARENTCHAINNAME:""wyndham extra holidays"", HA_PARENTCHAINNAME:""wyndham vacation ownership"", HA_PARENTCHAINNAME:""hilton worldwide"", HA_PARENTCHAINNAME:choice, HA_PARENTCHAINNAME:""choice nordic"", HA_PARENTCHAINNAME:""choice global parent meso"", HA_PARENTCHAINNAME:marriott, HA_PARENTCHAINNAME:ihg, HA_PARENTCHAINNAME:""best western"", HA_PARENTCHAINNAME:""accor"", HA_PARENTCHAINNAME:starwood, HA_PARENTCHAINNAME:""starwood capital"", HA_PARENTCHAINNAME:carlson, HA_PARENTCHAINNAME:""hyatt hotels"", HA_PARENTCHAINNAME:""la quinta"", HA_PARENTCHAINNAME:""motel 6"", HA_PARENTCHAINNAME:""red roof inn"", HA_PARENTCHAINNAME:mgm, HA_PARENTCHAINNAME:""mgm muthu hotels"", HA_PARENTCHAINNAME:""americas best value inn"", HA_PARENTCHAINNAME:""america's best inns"", HA_PARENTCHAINNAME:""extended stay america"", HA_PARENTCHAINNAME:""louvre hotels"", HA_PARENTCHAINNAME:""caesars entertainment"", HA_PARENTCHAINNAME:""nh hotels"", HA_PARENTCHAINNAME:""melia hotels international"", HA_PARENTCHAINNAME:""red lion"", HA_PARENTCHAINNAME:""bedandbreakfast.com"", HA_PARENTCHAINNAME:""highgate independent"", HA_PARENTCHAINNAME:""scandic hotels chain"", HA_PARENTCHAINNAME:millennium, HA_PARENTCHAINNAME:omni, HR_DISPLAYLOCALE:""en_us""}]"
"Health and Safety - Ref Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TPID""-401"", HR_TPID:""60000"", HR_TPID:""-1"", HR_TPID:""-101"", HR_TPID:""-102"", HR_TPID:""-103"", HR_TPID:""-104"", HR_TPID:""-105"", HR_TPID:""-106"", HR_TPID:""-107"", HR_TPID:""-108"", HR_TPID:""-109"", HR_TPID:""-110"", HR_TPID:""-111"", HR_TPID:""-112"", HR_TPID:""-113"", HR_TPID:""-114"", HR_TPID:""-115"", HR_TPID:""-116"", HR_TPID:""-117"", HR_TPID:""-118"", HR_TPID:""-119"", HR_TPID:""-120"", HR_TPID:""-121"", HR_TPID:""-122"", HR_TPID:""-123"", HR_TPID:""-124"", HR_TPID:""-125"", HR_TPID:""-126"", HR_TPID:""-127"", HR_TPID:""-128"", HR_TPID:""-129"", HR_TPID:""15"", HR_TPID:""-180"", HR_TPID:""-182"", HR_TPID:""-184"", HR_TPID:""-186"", HR_TPID:""-188"", HR_TPID:""-190"", HR_TPID:""-200"", HR_TPID:""-202"", HR_TPID:""-204"", HR_TPID:""-206"", HR_TPID:""-300"", HR_TPID:""3000"", HR_TPID:""30001"", HR_TPID:""30002"", HR_TPID:""30003"", HR_TPID:""30004"", HR_TPID:""3001"", HR_TPID:""3002"", HR_TPID:""30021"", HR_TPID:""30025"", HR_TPID:""30029"", HR_TPID:""3003"", HR_TPID:""30030"", HR_TPID:""30031"", HR_TPID:""30032"", HR_TPID:""30033"", HR_TPID:""30034"", HR_TPID:""3004"", HR_TPID:""3018"", HR_TPID:""3019"", HR_TPID:""-304"", HR_TPID:""-308"", HR_TPID:""-310"", HR_TPID:""3100"", HR_TPID:""3101"", HR_TPID:""3102"", HR_TPID:""3103"", HR_TPID:""3104"", HR_TPID:""3105"", HR_TPID:""3107"", HR_TPID:""3109"", HR_TPID:""3110"", HR_TPID:""3111"", HR_TPID:""3112"", HR_TPID:""3113"", HR_TPID:""3114"", HR_TPID:""3115"", HR_TPID:""3116"", HR_TPID:""3117"", HR_TPID:""3118"", HR_TPID:""3119"", HR_TPID:""-312"", HR_TPID:""3180"", HR_TPID:""-320"", HR_TPID:""3200"", HR_TPID:""3201"", HR_TPID:""3202"", HR_TPID:""3203"", HR_TPID:""3204"", HR_TPID:""3205"", HR_TPID:""3206"", HR_TPID:""3207"", HR_TPID:""3208"", HR_TPID:""3209"", HR_TPID:""3210"", HR_TPID:""3211"", HR_TPID:""3212"", HR_TPID:""3213"", HR_TPID:""3214"", HR_TPID:""-322"", HR_TPID:""-326"", HR_TPID:""3301"", HR_TPID:""-334"", HR_TPID:""-336"", HR_TPID:""-338"", HR_TPID:""-340"", HR_TPID:""3401"", HR_TPID:""-342"", HR_TPID:""-344"", HR_TPID:""-346"", HR_TPID:""-348"", HR_TPID:""3480"", HR_TPID:""-350"", HR_TPID:""-352"", HR_TPID:""-354"", HR_TPID:""-356"", HR_TPID:""-358"", HR_TPID:""-360"", HR_TPID:""-362"", HR_TPID:""-364"", HR_TPID:""-366"", HR_TPID:""-368"", HR_TPID:""-370"", HR_TPID:""-372"", HR_TPID:""-42"", HR_TPID:""4700"", HR_TPID:""4701"", HR_TPID:""4711"", HR_TPID:""4780"", HR_TPID:""4781"", HR_TPID:""61"", HR_TPID:""70201"", HR_TPID:""70205"", HR_TPID:""70406"", HR_TPID:""70463"", HR_TPID:""70472"", HR_TPID:""70473"", HR_TPID:""70501"", HR_TPID:""7101"", HR_TPID:""7102"", HR_TPID:""7103"", HR_TPID:""7104"", HR_TPID:""7105"", HR_TPID:""7107"", HR_TPID:""7109"", HR_TPID:""7110"", HR_TPID:""7111"", HR_TPID:""7114"", HR_TPID:""7115"", HR_TPID:""7116"", HR_TPID:11, HR_TPID:12, HR_TPID:16, HR_TPID:17, HR_TPID:18, HR_TPID:20, HR_TPID:25, HR_TPID:28, HR_TPID:29, HR_TPID:4980, HR_TPID:6, HR_TPID:62, HR_TPID:63, HR_TPID:64, HR_TPID:65, HR_TPID:66, HR_TPID:67, HR_TPID:69, HR_TPID:7, HR_TPID:70, HR_TPID:70125, HR_TPID:70129, HR_TPID:70301, HR_TPID:70403, HR_TPID:70420, HR_TPID:70465, HR_TPID:70472, HR_TPID:73, HR_TPID:75, HR_TPID:8, HR_TPID:80001, HR_TPID:80004, HR_TPID:9, HR_TSPID:83, HR-TPID:""-332"", HR_TPID:""21"", HR_TPID:""3120"", HR_TPID:""3121"", HR_TPID:""3122"", HR_TPID:""3123"", HR_TPID:""3124"", HR_TPID:""3125"", HR_TPID:""3126"", HR_TPID:""3127"", HR_TPID:""3128"", HR_TPID:""3129"", HR_TPID:""3130"", HR_TPID:""3131"", HR_TPID:""3135"", HR_TPID:""3136"", HR_TPID:""3137"", HR_TPID:""3141"", HR_TPID:""3145"", HR_TPID:""34"", HR_TPID:1, HR_TPID:3, HR_TPID:4, }] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:chinese, _language:danish, _language:dutch, _language:english, _language:finnish, _language:french, _language:german, _language:italian, _language:japanese, _language:""korean"", _language:""norwegian"", _language:""portuguese"", _language:russian, _language:spanish, _language:swedish, _language:thai, _language:chinese, _language:""turkish"", _language:""greek (modern)"", _language:""czech"", _language:""estonian"", _language:""polish"", _language:""slovak"", _language:""icelandic"", _language:croatian, _language:latvian, _language:hungarian, _language:arabic, _language:""hebrew (modern)"", _language:lithuanian, _language:bosnian, _language:indonesian, _language:malay, _language:serbian, _language:vietnamese}] [ LEVEL:SENTENCE TYPE:NOT_KEYWORD {_verbatimtype:""lb_bookingtxt""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63de136398d79b07d55b39b1,8181275119,NOT SPECIFIED,83787,1675502418248,04/02/2023 08:12:19 CST,sercotel gran hotel zurbarán,es_es,9,,"Camas pequeñas juntas, que se separan solas y no me caí de milagro.",HR_REVIEWTEXT,"Sábanas sucias y no te las cambian. Me obligaron a cambiarme de habitación porque no tienen personal ¿?. Camas pequeñas juntas, que se separan solas y no me caí de milagro. Instalaciones viejas. De las 4 estrellas le sobran 2. Nunca volveré a este hotel"
63da717bd061aa497da04dcc,8180206292,NOT SPECIFIED,7789009,1675264305677,01/02/2023 14:04:43 CST,nacional inn curitiba torres,pt_br,-1,hotel muito antigo e sem manutenção,"BANHEIRO DO SEGUNDO QUARTO NÃO DAVA PARA SE MEXER, CUIDAVA PARA NÃO BATER O COTOVELO AO LAVAR O CABELO.",HR_REVIEWTEXT,"PÉSSIMO HOTEL, TROQUEI DE APTO DEVIDOS PROBLEMAS AR CONDICIONADO E CHEIRO DE ESGOTO NO BANHEIRO, NO OUTRO QUARTO AR FUNCIONANDO MAS O CHEIRO ESTAVA IGUAL. BANHEIRO DO SEGUNDO QUARTO NÃO DAVA PARA SE MEXER, CUIDAVA PARA NÃO BATER O COTOVELO AO LAVAR O CABELO. CUSTO BENEFICIO PÉSSIMO."
63de6ddd9c0ca848e1fc5aa9,8181371894,NOT SPECIFIED,6106985,1675525329864,04/02/2023 14:38:21 CST,slz lagoa hotel,pt_br,-1,,Lençois manchados de de sangue,HR_REVIEWTEXT,Lençois manchados de de sangue
63df6dbb6437445335189ef5,8182144770,NOT SPECIFIED,43437,1675684260450,05/02/2023 08:50:03 CST,paradise resort gold coast,en_au,25,,Imagine one of your guests leaving in an ambulance after being injured at your facility and not even checking to see if they were ok?,HR_REVIEWTEXT,"A resort that promises a kids paradise was unfortunately not our experience. The waterpark is an unsupervised free-for-all and is completely unsafe. Our kids are tweens and we made sure they knew to give way to the little kids but literally 10 minutes in and a group of kids doing a group slide smashed into one of our kids who took her turn on the slide resulting in a badly broken arm. I was worried about the fact the pool water was so cloudy you couldn’t see the bottom and was like gastro soup, but that would have been a better outcome than surgery and 48hrs in hospital on holidays - without even a single courtesy call from the resort or any offer of assistance and not a single follow up email. Imagine one of your guests leaving in an ambulance after being injured at your facility and not even checking to see if they were ok? I get the appeal of this this place and we were influenced by the shiny happy online promise but  be prepared to be lifesaver, paramedic and cleaner during your stay because this resort wipes it’s hands of any responsibility the minute they process your payment."
63d7f0b5b9a8646509f84cbf,8179474787,NOT SPECIFIED,13316381,1675100912484,30/01/2023 16:30:45 CST,forra diving resort - pattaya beach - koh lipe,da_dk,-1,amazing…..,My brother and I fell just like family there.,HR_REVIEWTEXT,"What a great place to stay. The people at the dive place and restaurant were just amazing. My brother and I fell just like family there. We love the simplicity and the down to earth living. So we can only recommend everyone to stay here for best location, beach, bar and all the people working for the dive or at Kioskino.. Amazing…"
63e17056de200418ee5931e7,8182376732,NOT SPECIFIED,23584189,1675723422725,06/02/2023 21:25:42 CST,hy beach flats,pt_br,-1,deixou a desejar,Marca de sangue no sofá.,HR_REVIEWTEXT,"Apesar de estar escrito na descrição da reserva que ficaríamos no 14º andar. Quando chegamos na recepção nos foi informado que ficaríamos no quarto que estivesse disponível. Ou seja, não ficamos onde gostaríamos. Cheiro muito forte de cigarro nos corredores. Solicitamos dois cobertores na recepção e até agora estamos esperando. Nunca entregaram. A limpeza não é boa. Já que os hospedes anteriores escreveram ""Lucas Gostoso"" no espelho. E ao tomar banho conseguimos ver. Descarga barulhenta. Pia que alagava o banheiro. Marca de sangue no sofá."
63d9366aaaf260596759a230,8179854063,NOT SPECIFIED,460519,1675183551190,31/01/2023 15:40:26 CST,the lord nelson hotel & suites,en_ca,-1,"ok, nothing special.",your leg will hit the toilet behind you,HR_REVIEWTEXT,"Hotel was ok. The washrooms are super small in the king rooms. you can be brushing your teeth and your leg will hit the toilet behind you, The showers are not great.
Room service did not replace all the towels simply took the dirty ones. Reception staff not overly friendly or happy."
63d6dbaa98756609a5e90964,8179217814,NOT SPECIFIED,22672900,1675029978979,29/01/2023 20:48:42 CST,sandman signature st. john's hotel,en_ca,-1,terrible stay! would not recommend!,I do not want anyone else to end up in our situation or end up injured!!,HR_REVIEWTEXT,"I had an awful experience during my 2 night stay at the Sandman Hotel St. John’s! After our second night staying there, we got to our vehicle only to be informed by another hotel guest that they had watched ice and snow fall off the slope on the roof of the hotel on top of our Jeep. There was very extensive damage done to our vehicle due to this. If anyone was standing there at the time they would have ended up being extremely hurt or killed. There was a very small sign near the front door of the hotel with beware of falling ice written on it. There needs to be either signage in front of every parking spot near the hotel that could be affected by the falling ice to make people aware, or have the parking spaces closed off for the winter! Nobody would ever notice the tiny sign that they have by the door. The ladies at the desk were EXTREMELY rude and the customer service was terrible. The manager was understanding but basically said it was out of her hands. Myself and my fiancé were obviously upset and the ladies at the desk especially one of them, made it ten times worse. Now we have a ton of damage to fix and nothing that the hotel will do to help us out. Another family staying at the hotel had the same thing happen to them and their truck ended up very damaged. The manager told me to call the head office legal department. I called multiple times, left messages and nobody had the decency to call me back. I don’t want anyone else to end up in our situation or end up injured!!"
63d9d3285d3f6b1f5bfe2ec0,8180030253,NOT SPECIFIED,978539,1675223440843,01/02/2023 02:49:12 CST,hotel michelangelo,pt_br,-1,sucateado decadente,"Hotel sucateado, manchas nos lençóis parecido com sangue, lençóis surrados e sujos, cortina quebrada, controle remoto do ar sem pilha;",HR_REVIEWTEXT,"Viagem a negócios, mas estava muito ruim. Hotel sucateado, manchas nos lençóis parecido com sangue, lençóis surrados e sujos, cortina quebrada, controle remoto do ar sem pilha; e tive que trocar, cama grande porém colchão velho todo deformado. Crianças barulhentas no corredor logo cedo. Móveis com mancha de queimados. Falhou sistema de energia quando estava no banho de manhã; ligava e desligava toda hora. Wi-Fi não funcionou e ainda tinha um aviso de somente hoje não iria funcionar. Mas de 3 dias atrás. Resumo, terrível. Única coisa que salvou foi simpatia dos atendentes. O resto estava decadente. O Hotel Michelângelo em Rio Preto já foi sinônimo de qualidade e boa hospedagem. Hoje está sucateado e não vale o preço que se paga jamais."
63de8c87bf399a3fff18a61d,8181407342,NOT SPECIFIED,48172019,1675533462916,04/02/2023 16:49:11 CST,girasole apartments,es_us,-1,"cambien sus fotos de la publicación , no son reale","se quedaba en el medio xq estaban hundidos , los edredones todos manchados con cloro , la perilla de la puerta del baño estaba x caerse , las toallas muy viejas , y por último hubo una fuga del baño y chorreaba agua al piso de abajo , lo solucionaron el día sgte , y el día sgte volvió la fuga ,lo único bueno la vista",HR_REVIEWTEXT,"El depar que me tocó M2 , está muy viejo , no era lo q las fotos mostraban , al ingresar se ve su sillón blanco todo viejo pelado , abrí la heladera y chorreaba agua , las camas sus colchones uno se hecha a y se quedaba en el medio xq estaban hundidos , los edredones todos manchados con cloro , la perilla de la puerta del baño estaba x caerse , las toallas muy viejas , y por último hubo una fuga del baño y chorreaba agua al piso de abajo , lo solucionaron el día sgte , y el día sgte volvió la fuga ,lo único bueno la vista"
63d951aaaaf260596759ecc2,8181355300,NOT SPECIFIED,4521162,1675520691556,31/01/2023 17:36:42 CST,hotel l'oiseliere levis,fr_ca,4,,c fait mal et c pas la seul qui faillit tomber,HR_REVIEWTEXT,Mon épouse est tombée dans le marche de la piscine car est était glissante et c fait mal et c pas la seul qui faillit tomber. Notre chambre était très bruitant. Pas de restaurant dans l’établissement.
63d8ef74c222a43263926fdc,8179784810,NOT SPECIFIED,9055906,1675168426845,31/01/2023 10:37:40 CST,fazzenda park hotel,pt_br,-1,precisa melhorar a parte de comidas e bebidas,O vinho oferecido era estilo legitimo sangue de boi...,HR_REVIEWTEXT,"Local muito bonito e bem cuidado. Piscina muito boa, com a água em temperatura muito agradavel. Ponto a melhorar são as refeições - a variedade poderia ser melhor, sobremesas muito fracas, e o buffet era pequeno para a grande quantidade de pessoas, um verdadeiro tumulto na hora de se servir. Os drinks na piscina também eram fracos, além do chopp, a caipirinha ficava em um balde onde os hospedes se serviam diretamente pegando a bebida com uma concha - segurança sanitária zero. O vinho oferecido era estilo legitimo sangue de boi..."
63e4fdce0772b25c79f13404,8183113899,NOT SPECIFIED,76670724,1675955734463,09/02/2023 14:06:06 CST,utopic by uliv,en_ca,4,,"We DID have to be moved to another (better) room as the bathroom sink was leaking, and the pool of water on the floor created a dangerous slip and fall hazard.",HR_REVIEWTEXT,"The location is perfect and staff were excellent. We DID have to be moved to another (better) room as the bathroom sink was leaking, and the pool of water on the floor created a dangerous slip and fall hazard. Also, hallway and lobby conversations among guests and staff woke me up a few times in the late evening and early morning. We were on the ground floor, so this might be lessened with a room upstairs, but I did want a patio room"
