Review ID,Review Submission Date Time,Account ID,Validated Listing ID,Subject,Primary Category,Secondary Category,Description,Case Origin,Record Type ID,Contact Name,Owner ID,Case Category,Type,Status,Blocker,Auto Chase Status,Translated Description
63cda340c79eef0c3636b5a5,01/22/23T01:00:00.000GMT,35738004,35738004,The power went out once during our seven day stay,Electrical,Power Outage,"SENTENCE: 
The power went out once during our seven day stay
TITLE: 
spectacular view and all the comforts of home
REVIEW: 
The steep trip up the mountain in our rented 4x4 was worth it as we found ourselves in a luxurious and comfy home with likely one of the most spectacular views in the area of Ojochal. Steve and April were quick to get back to us with any concerns or questions when booking and planning our trip. April went above and beyond with sending us pics of the road up to the home as I was concerned about finding the place arriving at night. Once there (which wasn’t difficult to find) Flora and Toño made our stay comfortable and homey with full hearty breakfasts each morning and kept the home comfortably clean and organized. They too answered any questions we had via google translate.
As you can imagine, we spent most of our time outside on excursions or around the luxurious poolside that included a hot tub for the cooler nights and cabana with BBQ etc for outdoor dining. Not that we needed a BBQ being minutes to Ojochal - the known foodie area of Costa Rica with a plethora of exceptional restaurants. At approx 2000’ above sea level we were comfortable enough not to need air conditioning, however they had it if we wanted it. The only thing I wish we had was screens to keep the doors and windows open at night as the cool breeze was lovely and i much prefer it over air conditioning. The power went out once during our seven day stay, but within seconds their backup generator came on, leaving the cityscape dark while our lights and amenities remained fully functioning. Although the birds, small lizards and butterflies were plentiful, we didn’t see much else, likely due to all the dogs in the area, barking at anything that would come near the property. Even though we loved the dogs, this could be a deterrent if you you don’t. If you are planning a trip to the quiet South Pacific area of Costa Rica where flora and fauna abound and want an incredible view and luxurious home with large pool area you should definitely check this home out. Would I stay at this place again? - in a heartbeat.
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d467539666321e773b53d1,01/28/23T01:00:00.000GMT,34400271,34400271,Only reason there are not 5 stars is that we lost power 4 different days.,Electrical,Power Outage,"SENTENCE: 
Only reason there are not 5 stars is that we lost power 4 different days.
TITLE: 
very relaxing
REVIEW: 
One of the prettiest beaches on the island! Our unit 1A was very clean and nicely decorated. It was fun to drive the golf cart to the beach. Only reason there aren’t 5 stars is that we lost power 4 different days. A generator would be nice!
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d163498d64e77a77d42b07,01/25/23T01:00:00.000GMT,19007907,19007907,The power went out the first night we were there but Roger the property manager brought us up a cooler to put our food in until the power was turned back on which was very well appreciated.,Electrical,Power Outage,"SENTENCE: 
The power went out the first night we were there but Roger the property manager brought us up a cooler to put our food in until the power was turned back on which was very well appreciated.
TITLE: 
pebble beach stay
REVIEW: 
Location of the home was wonderful. It fit our needs. The power went out the first night we were there but Roger the property manager brought us up a cooler to put our food in until the power was turned back on which was very well appreciated. I do wish that there was some type of a fireplace access inside the home, but there was a small gas fire pit outside which was lovely and we enjoyed it every day. Overall the stay was wonderful and it was very well priced for the type of home that we had
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d511dd436cf46034d60014,01/28/23T01:00:00.000GMT,21718017,21718017,"Everything was good, except that there was a power outage and we were without heating for almost 48 hours.",Electrical,Power Outage,"SENTENCE: 
Everything was good, except that there was a power outage and we were without heating for almost 48 hours.
TITLE: 
nice property, great location
REVIEW: 
Everything was good, except that there was a power outage and we were without heating for almost 48 hours. The property manager only recommended us to light the fire, not very attentive. We had to sleep beside the fireplace because it was freezing inside the house
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63cd873f068219295dce613a,01/22/23T01:00:00.000GMT,33480282,33480282,"Maison très propre et confortable, nous n' avons pas souffert des coupures d' eau et d' électricité",Electrical,Power Outage,"SENTENCE: 
Maison très propre et confortable, nous n' avons pas souffert des coupures d' eau et d' électricité
TITLE: 
maison chaleureuse et confortable
REVIEW: 
La propriétaire vous accueille avec le sourire et de gentilles attentions. Maison très propre et confortable, nous n'avons pas souffert des coupures d'eau et d'électricité car tout est prévu pour. 10 mn en voiture de sainte anne et c'est la baignade dans une eau claire. Nous recommandons cette location.
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d3e93c6a492d5b5bb8d1b8,01/27/23T01:00:00.000GMT,89056944,89056944,We “survived” the power outage just fine as it was restored within a couple hours.,Electrical,Power Outage,"SENTENCE: 
We “survived” the power outage just fine as it was restored within a couple hours.
TITLE: 
love this house!
REVIEW: 
They did SUCH a great job with this house. It’s so well decorated and READY for guests - you’ll see what I mean when you stay. Everything is labeled with directions and it truly seems like they thought of everything. 

Only issue we had was the power went out and with young kids we were nervous about it getting too cold and their milk/food spoiling. Apparently this is an issue in this area bc we heard the neighbors generator turn on immediately. Unfortunately, the generator for this house was being installed on the Monday after we left, so we didn’t have that luxury, but future renters will have backup. :) We “survived” the power outage just fine as it was restored within a couple hours. 

The kitchen is a bit smaller than it looks in photos. just a heads up that it could get a little tight in there, especially for bigger people. 

Also, the 3rd bedroom is really a loft in the upstairs office and there’s a metal spiral staircase going up. We thought this would be where my 5yo would sleep until we saw the spiral staircase. That made us nervous if he got scared or woke up in the middle of the night. Luckily, there was an air mattress with all the necessary linens that he could use instead. The loft might be ideal for kids, but probably better for older kids (middle school to college-aged, IMO). The ceiling is slanted and I don’t know if you could stand straight up there to be honest. 

All in all, it was a great place to stay. We felt comfortable in the home, it was a great location, and we’d definitely stay here again.
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d3e93c6a492d5b5bb8d1b8,01/27/23T01:00:00.000GMT,89056944,89056944,Only issue we had was the power went out and with young kids we were nervous about it getting too cold and their milk/food spoiling.,Electrical,Power Outage,"SENTENCE: 
Only issue we had was the power went out and with young kids we were nervous about it getting too cold and their milk/food spoiling.
TITLE: 
love this house!
REVIEW: 
They did SUCH a great job with this house. It’s so well decorated and READY for guests - you’ll see what I mean when you stay. Everything is labeled with directions and it truly seems like they thought of everything. 

Only issue we had was the power went out and with young kids we were nervous about it getting too cold and their milk/food spoiling. Apparently this is an issue in this area bc we heard the neighbors generator turn on immediately. Unfortunately, the generator for this house was being installed on the Monday after we left, so we didn’t have that luxury, but future renters will have backup. :) We “survived” the power outage just fine as it was restored within a couple hours. 

The kitchen is a bit smaller than it looks in photos. just a heads up that it could get a little tight in there, especially for bigger people. 

Also, the 3rd bedroom is really a loft in the upstairs office and there’s a metal spiral staircase going up. We thought this would be where my 5yo would sleep until we saw the spiral staircase. That made us nervous if he got scared or woke up in the middle of the night. Luckily, there was an air mattress with all the necessary linens that he could use instead. The loft might be ideal for kids, but probably better for older kids (middle school to college-aged, IMO). The ceiling is slanted and I don’t know if you could stand straight up there to be honest. 

All in all, it was a great place to stay. We felt comfortable in the home, it was a great location, and we’d definitely stay here again.
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d1802d483e2b1798e9c407,01/25/23T01:00:00.000GMT,65271794,65271794,also the power went out the 2nd day and they could not fix it so we could not hand out in the living room with out flash lights cook or even go to the restroom at night it really felt like we were camping in the house .they did bring flash lights but,Electrical,Power Outage,"SENTENCE: 
also the power went out the 2nd day and they could not fix it so we could not hand out in the living room with out flash lights cook or even go to the restroom at night it really felt like we were camping in the house .they did bring flash lights but for the money i paid $1300.00 plus They shouldve took care of us she only refunded me $50 .
TITLE: 
alittle disappointment
REVIEW: 
House was nice and clean great location had a couple things that needed to be upgraded . The reason i was upset was they only had 1 roll of toilet paper per bathroom and i had 3 couples and 2 kids that toilet paper didnt last . had to use napkins we were there a total of 4 days . also the power went out the 2nd day and they couldnt fix it so we couldnt hand out in the living room with out flash lights cook or even go to the restroom at night it really felt like we were camping in the house .they did bring flash lights but for the money i paid $1300.00 plus They shouldve took care of us she only refunded me $50 . heck no never again will i rent this house no thanks such horrible service .
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d015a277402a4aa7125c49,01/24/23T01:00:00.000GMT,33498055,33498055,"We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive.",Electrical,Power Outage,"SENTENCE: 
We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive.
TITLE: 
great location for skiing
REVIEW: 
Host is very helpful, very communicative and responsive. We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive. The place is very accommodating, lovely fireplace insert, kitchen well stocked, we would definitely stay there again!!
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63ce824112b20e4a99079470,01/23/23T01:00:00.000GMT,57927164,57927164,Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen.,Electrical,Power Outage,"SENTENCE: 
Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen.
TITLE: 
sehr schöne fewo, direkt im zentrum
REVIEW: 
Super gute Kommunikation mit den Gastgebern, hat alles reibungslos geklappt. Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen. Sehr sauber, sehr gepflegt, alles da, was man braucht. Und das mitten im Zentrum. Rundum perfekt.
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63cf7d8d566f2e28afbe898e,01/24/23T01:00:00.000GMT,33942605,33942605,"The first night, 1:29 am, to be exact, all power went out in the entire Bodega Bay area due to fallen trees and branches.",Electrical,Power Outage,"SENTENCE: 
The first night, 1:29 am, to be exact, all power went out in the entire Bodega Bay area due to fallen trees and branches.
TITLE: 
five star adventure
REVIEW: 
We cannot say enough about how wonderfully both the owner and the local property manager handled things during our stay during the recent “atmospheric cyclone” in Northern California. The first night, 1:29 am, to be exact, all power went out in the entire Bodega Bay area due to fallen trees and branches. The owner and manager gave us directions immediately about emergency supplies and we really appreciated the wall-outlet flashlights that lit up immediately when the power failed, We were able to light the gas stove with matches, so we had tea while we enjoyed the storm. The propane fireplace worked, as well, so we were warm and cozy. The next morning, Erika called to see how we were doing and asked the local rep to bring new flashlights and a butane lighter for the stove, The power was out for 22 hours, but we enjoyed every minute. The rest of the week was rainy, and Erika texted us each day to see how we were doing. Beds were comfy, the kitchen perfectly provisioned and the views both peaceful and spectacular, We shall return for retreats as often as possible,
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d5edb8e2f44476020540f5,01/28/23T01:00:00.000GMT,34400271,34400271,Only reason there are not 5 stars is that we lost power 4 different days.,Electrical,Power Outage,"SENTENCE: 
Only reason there are not 5 stars is that we lost power 4 different days.
TITLE: 
very relaxing
REVIEW: 
One of the prettiest beaches on the island! Our unit was very clean and nicely decorated. It was fun to drive the golf cart to the beach. Only reason there aren’t 5 stars is that we lost power 4 different days. A generator would be nice!
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63ce7d0152d0033cddc7f18e,01/23/23T01:00:00.000GMT,45850582,45850582,"During a freak accident that caused a power outage throughout the mountain, Paul and Vivien came and dropped off torches and flashlights for us, without us even asking.",Electrical,Power Outage,"SENTENCE: 
During a freak accident that caused a power outage throughout the mountain, Paul and Vivien came and dropped off torches and flashlights for us, without us even asking.
TITLE: 
amazing stay at big white
REVIEW: 
Our group of 8 had an amazing stay. Vivien and Paul were super helpful, and responded to any questions we had right away. 
The chalet was fully equipped, and with ski in/ski out access it was the perfect spot for a weekend at Big White. 
During a freak accident that caused a power outage throughout the mountain, Paul and Vivien came and dropped off torches and flashlights for us, without us even asking. They were amazing hosts. 

Thank you Vivien and Paul, we had an amazing trip!
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63cf835bf0cec5545a0fc507,01/24/23T01:00:00.000GMT,88671176,88671176,Host was quick to respond when we had a random power issue.,Electrical,Power Outage,"SENTENCE: 
Host was quick to respond when we had a random power issue.
TITLE: 
lovely townhouse
REVIEW: 
We absolutely enjoyed our stay. Loved that there were toys there for my son. Host was quick to respond when we had a random power issue. Overall great experience!
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63cfdad113f8552458fc9ece,01/24/23T01:00:00.000GMT,18956266,18956266,Power was a bit spotty and went out a few times.,Electrical,Power Outage,"SENTENCE: 
Power was a bit spotty and went out a few times.
TITLE: 
nice unit
REVIEW: 
Overall unit was as described. Power was a bit spotty and went out a few times. 

Kitchen was very well equipped. The unit could use some love on the maintenance side of things. Overall I would stay there again
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d0989f68cd783f630665c8,01/25/23T01:00:00.000GMT,83716832,83716832,The town near us lost power and some places lost water.,Electrical,Power Outage,"SENTENCE: 
The town near us lost power and some places lost water.
TITLE: 
we stayed during christmas and it was a great escape!
REVIEW: 
We stayed during Christmas 2022 and there was freezing temps. The town near us lost power and some places lost water. We didn’t have any issues affect us but the property manager communicated quickly and went above and beyond our expectations. This was a great place for my family and we loved the separate spaces to escape the young kiddos that came with us 😃would absolutely stay here again!!
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63d476ab7aa2326de37750e3,01/28/23T01:00:00.000GMT,33933080,33933080,The power went off intermittently 3-5 times per day.,Electrical,Power Outage,"SENTENCE: 
The power went off intermittently 3-5 times per day.
TITLE: 
nice view and bedding - poor water/power/wi-fi and rocky beach
REVIEW: 
Some pros and cons:

1. Stated in description kid friendly sandy beach: The beach is not a kid friendly swimming beach. It is very rocky. Make sure to have water shoes. While you can snorkel in the water, it does not have a lot in the direct area to offer for habitat or viewing. 
2. The dishwasher didn’t drain making it unusable. Upon arriving it had standing putrid water and dishes in it. We ran it and it leaked so we washed by hand the trip.
3. The water pressure was minimal at best. Even rinsing dishes and showering was hard with no pressure - not uncommon to have such low pressure it dripped. 
4. Upon arrival there was half a roll of toilet paper and a clogged toilet. With the poor water pressure this was a continuous obstacle. 
5. The paddle board had a slow leak and the kyak had a hole. This became a safety concern as children were out in the ocean with sinking equipment. 
6. Wi-Fi was sporadic. Regularly needing to reset the router. It worked as long as only one device was being used but not for streaming or large downloads. If needing Wi-Fi for work, I would recommend getting a backup.
7. The power went off intermittently 3-5 times per day. While this is a common issue on the island, there was no back up generator. If needing to use a CPAP or other critical devices, you will want to bring a secondary power source.
8. Upon leaving there were no instructions besides taking off linens. Which we gathered. We did not sweep thoroughly and they charged a significant fee with a picture of the few things that were swept up. We had left a recycle box because we looked for somewhere to recycle and couldn’t find one and charged over $200 for additional cleaning fees. 

Pros: 
- the view is fantastic
- The washer and dryer work fine 
- Volleyball net is a plus (volleyball was flat without something to pump it up)
- Local dogs are kind and friendly 
- Ac works well
- Screened patio is great for dinners
- While the beach is quite rocky, the beach deck provides a nice place to relax. 
- Beds were comfortable 
- Linens were comfortable and clean
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
63cf3c3e1fd93d35e3d08e5c,01/24/23T01:00:00.000GMT,40191306,40191306,"We had power outages every day, but it was only out for 1 or 2 minutes a day.",Electrical,Power Outage,"SENTENCE: 
We had power outages every day, but it was only out for 1 or 2 minutes a day.
TITLE: 
tropical paradise !
REVIEW: 
We used Nacho for Airport transfer from SJO. We would recommend that for those that have never driven in Costa Rica before. We rented a car from Uvita the next day. The roads are steep and curvy but very passable in dry season. The villa is better than the pictures can capture. We were mostly here to see the jungle and birds, wildlife etc. We were pleased with what all there is to see right from the deck. We had monkeys on the deck rail 2 out of the 7 days! Toucans, Aracaris, Tanagers, Honeycreepers, and many more other species daily. The gardener showed a sloth and its baby to us one day in a tree beside the parking area. So cool! Very friendly and helpful service personnel were there upon our arrival. We had power outages every day, but it was only out for 1 or 2 minutes a day. However, I think a back-up generator was being installed while we were there. We had a problem with the pool but Nacho and Lucie were very quick to remedy that even on a weekend. If you are looking for 1st class location and villa this will not disappoint. We would book this again without hesitation if we have the opportunity. Thank you, Lucie and Cameron, for sharing your piece of paradise with our family.
Brand: VRBO",Dataloader,Partner Review,internal contacts,NULL,Guest Review,NULL,NULL,NULL,Not Applicable,NULL
