Review ID,Review Submission Date Time,Account ID,Validated Listing ID,Subject,Primary Category,Secondary Category,Description,Case Origin,Record Type ID,Contact Name,Owner ID,Case Category,Type,Status,Blocker,Auto Chase Status,Translated Description
63cda340c79eef0c3636b5a5,01/22/23T01:00:00.000GMT,35738004,35738004,The power went out once during our seven day stay,Electrical,Power Outage,"SENTENCE: 
The power went out once during our seven day stay
TITLE: 
spectacular view and all the comforts of home
REVIEW: 
The steep trip up the mountain in our rented 4x4 was worth it as we found ourselves in a luxurious and comfy home with likely one of the most spectacular views in the area of Ojochal. Steve and April were quick to get back to us with any concerns or questions when booking and planning our trip. April went above and beyond with sending us pics of the road up to the home as I was concerned about finding the place arriving at night. Once there (which wasn’t difficult to find) Flora and Toño made our stay comfortable and homey with full hearty breakfasts each morning and kept the home comfortably clean and organized. They too answered any questions we had via google translate.
As you can imagine, we spent most of our time outside on excursions or around the luxurious poolside that included a hot tub for the cooler nights and cabana with BBQ etc for outdoor dining. Not that we needed a BBQ being minutes to Ojochal - the known foodie area of Costa Rica with a plethora of exceptional restaurants. At approx 2000’ above sea level we were comfortable enough not to need air conditioning, however they had it if we wanted it. The only thing I wish we had was screens to keep the doors and windows open at night as the cool breeze was lovely and i much prefer it over air conditioning. The power went out once during our seven day stay, but within seconds their backup generator came on, leaving the cityscape dark while our lights and amenities remained fully functioning. Although the birds, small lizards and butterflies were plentiful, we didn’t see much else, likely due to all the dogs in the area, barking at anything that would come near the property. Even though we loved the dogs, this could be a deterrent if you you don’t. If you are planning a trip to the quiet South Pacific area of Costa Rica where flora and fauna abound and want an incredible view and luxurious home with large pool area you should definitely check this home out. Would I stay at this place again? - in a heartbeat.
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63d467539666321e773b53d1,01/28/23T01:00:00.000GMT,34400271,34400271,Only reason there are not 5 stars is that we lost power 4 different days.,Electrical,Power Outage,"SENTENCE: 
Only reason there are not 5 stars is that we lost power 4 different days.
TITLE: 
very relaxing
REVIEW: 
One of the prettiest beaches on the island! Our unit 1A was very clean and nicely decorated. It was fun to drive the golf cart to the beach. Only reason there aren’t 5 stars is that we lost power 4 different days. A generator would be nice!
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63d163498d64e77a77d42b07,01/25/23T01:00:00.000GMT,19007907,19007907,The power went out the first night we were there but Roger the property manager brought us up a cooler to put our food in until the power was turned back on which was very well appreciated.,Electrical,Power Outage,"SENTENCE: 
The power went out the first night we were there but Roger the property manager brought us up a cooler to put our food in until the power was turned back on which was very well appreciated.
TITLE: 
pebble beach stay
REVIEW: 
Location of the home was wonderful. It fit our needs. The power went out the first night we were there but Roger the property manager brought us up a cooler to put our food in until the power was turned back on which was very well appreciated. I do wish that there was some type of a fireplace access inside the home, but there was a small gas fire pit outside which was lovely and we enjoyed it every day. Overall the stay was wonderful and it was very well priced for the type of home that we had
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63d511dd436cf46034d60014,01/28/23T01:00:00.000GMT,21718017,21718017,"Everything was good, except that there was a power outage and we were without heating for almost 48 hours.",Electrical,Power Outage,"SENTENCE: 
Everything was good, except that there was a power outage and we were without heating for almost 48 hours.
TITLE: 
nice property, great location
REVIEW: 
Everything was good, except that there was a power outage and we were without heating for almost 48 hours. The property manager only recommended us to light the fire, not very attentive. We had to sleep beside the fireplace because it was freezing inside the house
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63d30e06f2665f7dc4a160e2,01/26/23T01:00:00.000GMT,87372795,87372795,"Unfortunately, the power went out the night we stayed here",Electrical,Power Outage,"SENTENCE: 
Unfortunately, the power went out the night we stayed here
TITLE: 
cute cabin
REVIEW: 
It was a very cute little cabin! The hot tub was a nice touch. Unfortunately, the power went out the night we stayed here and the generator was unable to be turned on. But other than that, it was great little get away!
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63cf835bf0cec5545a0fc507,01/24/23T01:00:00.000GMT,88671176,88671176,Host was quick to respond when we had a random power issue.,Electrical,Power Outage,"SENTENCE: 
Host was quick to respond when we had a random power issue.
TITLE: 
lovely townhouse
REVIEW: 
We absolutely enjoyed our stay. Loved that there were toys there for my son. Host was quick to respond when we had a random power issue. Overall great experience!
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63d1802d483e2b1798e9c407,01/25/23T01:00:00.000GMT,65271794,65271794,also the power went out the 2nd day and they could not fix it so we could not hand out in the living room with out flash lights cook or even go to the restroom at night it really felt like we were camping in the house .they did bring flash lights but,Electrical,Power Outage,"SENTENCE: 
also the power went out the 2nd day and they could not fix it so we could not hand out in the living room with out flash lights cook or even go to the restroom at night it really felt like we were camping in the house .they did bring flash lights but for the money i paid $1300.00 plus They shouldve took care of us she only refunded me $50 .
TITLE: 
alittle disappointment
REVIEW: 
House was nice and clean great location had a couple things that needed to be upgraded . The reason i was upset was they only had 1 roll of toilet paper per bathroom and i had 3 couples and 2 kids that toilet paper didnt last . had to use napkins we were there a total of 4 days . also the power went out the 2nd day and they couldnt fix it so we couldnt hand out in the living room with out flash lights cook or even go to the restroom at night it really felt like we were camping in the house .they did bring flash lights but for the money i paid $1300.00 plus They shouldve took care of us she only refunded me $50 . heck no never again will i rent this house no thanks such horrible service .
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63d015a277402a4aa7125c49,01/24/23T01:00:00.000GMT,33498055,33498055,"We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive.",Electrical,Power Outage,"SENTENCE: 
We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive.
TITLE: 
great location for skiing
REVIEW: 
Host is very helpful, very communicative and responsive. We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive. The place is very accommodating, lovely fireplace insert, kitchen well stocked, we would definitely stay there again!!
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63ce824112b20e4a99079470,01/23/23T01:00:00.000GMT,57927164,57927164,Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen.,Electrical,Power Outage,"SENTENCE: 
Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen.
TITLE: 
sehr schöne fewo, direkt im zentrum
REVIEW: 
Super gute Kommunikation mit den Gastgebern, hat alles reibungslos geklappt. Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen. Sehr sauber, sehr gepflegt, alles da, was man braucht. Und das mitten im Zentrum. Rundum perfekt.
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
63cf7d8d566f2e28afbe898e,01/24/23T01:00:00.000GMT,33942605,33942605,"The first night, 1:29 am, to be exact, all power went out in the entire Bodega Bay area due to fallen trees and branches.",Electrical,Power Outage,"SENTENCE: 
The first night, 1:29 am, to be exact, all power went out in the entire Bodega Bay area due to fallen trees and branches.
TITLE: 
five star adventure
REVIEW: 
We cannot say enough about how wonderfully both the owner and the local property manager handled things during our stay during the recent “atmospheric cyclone” in Northern California. The first night, 1:29 am, to be exact, all power went out in the entire Bodega Bay area due to fallen trees and branches. The owner and manager gave us directions immediately about emergency supplies and we really appreciated the wall-outlet flashlights that lit up immediately when the power failed, We were able to light the gas stove with matches, so we had tea while we enjoyed the storm. The propane fireplace worked, as well, so we were warm and cozy. The next morning, Erika called to see how we were doing and asked the local rep to bring new flashlights and a butane lighter for the stove, The power was out for 22 hours, but we enjoyed every minute. The rest of the week was rainy, and Erika texted us each day to see how we were doing. Beds were comfy, the kitchen perfectly provisioned and the views both peaceful and spectacular, We shall return for retreats as often as possible,
Brand: VRBO",Dataloader,Partner Review,internal contacts,005C0000009FwtC,Guest Review,Health & Safety Investigation Level 3,Pending - Internal,Awaiting Internal Team,Not Applicable,NULL
