"Topic = ""H&S VRBO Model - REF"">>Topic = ""Fire"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Fire
Sentiment Filter: All sentences
Matched: 127 sentences
"Fire Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Fire""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Fire""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e3eeef77316a3d650f112b,8183057798,NOT SPECIFIED,21659641,1675882233862,08/02/2023 18:50:23 CST,"modern house with pool, hot tub, gas grill, & private splash pad",en_us,83,property had fire alarms going off all night,"The main issue is that the property has major fire alarm issues leading to the fire alarm going off multiple times on our second night, meaning we got zero sleep.",HR_REVIEWTEXT,"Overall much about the property was fine. 

The main issue is that the property has major fire alarm issues leading to the fire alarm going off multiple times on our second night, meaning we got zero sleep. All of our kids were up the entire night and it really made it difficult to enjoy our experience. 

I understand that issues happen, but we have been offered zero compensation or apology from the property management."
63e0029a0249ff1a186a12d6,8181891420,NOT SPECIFIED,84093878,1675625124122,05/02/2023 19:25:13 CST,the lindell - downtown cf studio with free parking!,en_us,83,great location,"Smoke detector beeping constantly, needed new battery.",HR_REVIEWTEXT,"Easy check-in & great location to downtown. Smoke detector beeping constantly, needed new battery. Not a big deal. TV didn't stay off for some reason but it was kind of funny. Would return to this place if hanging out in downtown Cedar Falls."
63e7cdb04972bb3321d8e490,8183253427,NOT SPECIFIED,27319772,1676135867008,11/02/2023 17:17:36 CST,highland greens #17 linden - winter shuttle - private outdoor hot tub,en_us,83,ski trip,"other than some minor issues, such as a weak smoke detector battery beeping and regulating the hot-tub temperature, everything was excellent.",HR_REVIEWTEXT,"other than some minor issues, such as a weak smoke detector battery beeping and regulating the hot-tub temperature, everything was excellent."
63e57e023de94e5ec2a99f50,8183143742,NOT SPECIFIED,44011009,1675984396344,09/02/2023 23:13:06 CST,whale bay's surf meca,en_nz,83,mums & kids getaway to raglan,One of the smoke alarms went off due to low battery to in early hours of Monday morning .,HR_REVIEWTEXT,"Our stay was lovely & the house was perfect in size for our group of friends & kids . The location was great to 😊

Unfortunately the big room with the single beds had an interesting smell to it & there was quite a few cockroaches in that room but no other rooms in the house. 

One of the smoke alarms went off due to low battery to in early hours of Monday morning . 

Overall we loved our stay and would definitely recommend. Had all the facilities and space we required to make everyone’s stay a comfortable and enjoyable one. 

Julls is a fantastic host , very easy to liaise with & kept us well informed on Raglan & updated on road closures and travel alternatives."
63dfc72f83ad20586f70545e,8181775709,NOT SPECIFIED,72966304,1675609913588,05/02/2023 15:11:43 CST,the oceanscape | right on the beach 2 bedroom apartment with ocean views,en_us,83,far from a comfortable stay,potential fire hazard.,HR_REVIEWTEXT,"Our experience started with arriving at the unit and discovering that the code we were given opened the lock box, where there was NO key. We called the unit manager, Jessica Jimenez, who finally got back to us after 20 minutes and gave us the code to the electronic lock. The apartment looked exactly like the images, but was not maintained well. Going out to the balcony, we found a cigarette butt and moving the accent table found it was not cleaned underneath it. The primary bedroom had no closet and the second bedroom had a closet, half fitted with shelves and the other half with a tall chest of drawers leaving 8"" on hanging on either side of the chest of drawers. The kitchen cabinets were very old and dirty... seeing our first roach within minutes of arriving. Good pots and pans, but few pieces of flatware. Baths were decent, but we had to look for bath mats that were dirty, so we washed them. The washer and dryer were very good, but was concerned about the dryer filter since the screen had holes in it and lint was going into the machine..... potential fire hazard. The TV was not working and Jessica kept telling us that the remote had to be connected to the internet. After two weeks of not being able to stream, tech person Saul came to check it out and discovered that the remote was not working. Three days later he returned and hooked up a new remote and we were able to watch TV our last week. While watching TV, we discovered crumbs that had fallen between the cushions and never cleaned up. We have been using VRBO for several years and this is the first horrible experience we have had. DO NOT rent this unit."
63d94e5395ebb613ff839c4c,8179865100,NOT SPECIFIED,70538230,1675185757455,31/01/2023 17:22:27 CST,modern sunrise siesta - sienna on the coast 404,en_us,83,great location and views!,"We did have an issue when we got there of a smoke detector chirping and needing a battery, but they were able to get someone out pretty quickly to fix it!",HR_REVIEWTEXT,"Overall good experience. We love staying at the Sienna for the location, views and indoor pool/hot tub! We did have an issue when we got there of a smoke detector chirping and needing a battery, but they were able to get someone out pretty quickly to fix it! We also ran across some maintenance type issues within the condo (loose coffee table leg, dishwasher not attached to the countertop, loud ceiling fan, etc) and left a list to be considered for repair."
63dae090cfe3784bbf14973b,8180335929,NOT SPECIFIED,71551732,1675288736670,01/02/2023 21:58:40 CST,original red pepper apartment.,en_us,83,i always wondered what it would be like to stay here,- There was no CO or smoke detector (it was laying on a TV stand with the battery out.,HR_REVIEWTEXT,"The place is quaint, with a feeling of being in the center of the heart of the in-between downtown and campus loop. It’s quiet and the noise downstairs is not unbearable like I thought it could be (the loudest was the occasional overly drunk person yelling to friends down the street - the sound of happy college kids).

What wasn’t so charming was the rest of the stay and that was solely responsible by who was in charge of the rental (not the apartment or the people). The problem was the apathetic management. 

-We had to call for check-in instructions (usually those come via email and I received them four days after our stay.
-When we arrived, I knocked on the backdoor for someone to move their car so we could park there.
- The pipes were dry emitting sewer gas smells
- The temperature in the apartment was 50 degrees because the heat was off.
- There was no CO or smoke detector (it was laying on a TV stand with the battery out.
- We had to find our own bedding in the apartment and make our own beds
- We had to call for towels (which arrived quickly the next day)
- Trash cans were unlined and we had to find the liners
- The sink was dirty with someone else's shaved whiskers
- The ""goodies"" in the fridge didn't seem safe to eat based on how else everything was 'forgotten' about

It left a bad taste in my mouth and I doubt I'll eat or sleep there again. Management said they'd try and make it right, but I never heard from them again."
63e2a5a021730076b98eab32,8182721888,NOT SPECIFIED,76929685,1675797930669,07/02/2023 19:25:20 CST,"beachfront condo with gulf views, balcony, ac, pool, hot tub sauna & gyms",en_us,83,major construction,It is actually a fire hazard and dangerous plus there is no access to the beach or to the pools or hot tubs or the major pretty balcony that is described on the listing.,HR_REVIEWTEXT,Not sure if the owner actually knows about the major construction going on but it was not even mentioned until after i had booked!! This unit should not be listed to rent until this construction is over !!! It is actually a fire hazard and dangerous plus there is no access to the beach or to the pools or hot tubs or the major pretty balcony that's described on the listing. I'm sure it is great when there is no construction going on but the balcony was literally boarded off you could not step out into the balcony and if there was a fire outside the unit we were locked in. Don't get me wrong this would be a great location and place if this was not currently going on !!! And I understand that during the off season this needs to be done but it needs to be told to people before they rent it I literally had to be moved to another place because of the constant banging people outside of the windows & balcony ..........you could not use any of the amenities and the water coming out of the ice maker was brown. It was not safe. I was moved 2 days after being put in that place which was too long and if I had known one bit of it before I would have never booked.
63e5a25a12966913df27bdfc,8183150286,NOT SPECIFIED,72537770,1675993710801,10/02/2023 01:48:10 CST,"beautiful lake front home w/private outdoor pool, lanai, game room - 1 dog ok",en_us,83,would not recommend this property!,NO WORKING SMOKE/fire detectors!!,HR_REVIEWTEXT,"We ask 1 month before arrival if there was damage 
2 of the 4 guest were assured NO it was taken care of.

The day we arrived received a message from Vacasa saying the roof and lania were damaged. 

The dock was molded looked nothing like the pictures! There were loose boards. They did send someone to clean and stain after we complained.

The pavers going to dock we’re very loose 
Almost fell!! 

Kitchen was NOT equipped with proper utensils 
Rusted knifes in butcher block.
The so called coffee bar is a joke! There are 3 small coffee makers that’s all that’s not a coffee bar!

We had 1 small skillet that was is bad shape! 

We finally got cookware after several days ! 
Th toilet in the 2 bathroom was or had been leaking. 

NO WORKING SMOKE/fire detectors!! 
The beds are VERY hard! 
Pool creeper/cleaner did NOT work 
Screen was missing so pool couldn’t be used! 
Ice maker wasn’t always working!

We received a text saying we had early check in the house was ready…. We arrived 2 hours later 
And the manager and other person was there still getting house ready. 

We said we were disappointed in the property, the manager stated “we were fortunate the house was still there after Ian”

We were clearly lied to by Vacasa! 
After 16 days and many conversations they moved us to a new property! 

The whole vacation was over shadowed and phone conversations and waiting for a response from Vacasa! 

We have pictures of all things stated and more!"
63d985be604eaf359ee2efec,8179937114,NOT SPECIFIED,37853963,1675199944509,31/01/2023 21:18:54 CST,"palm beach cottage-heated-saltwater pool-downtown, near island of pb",en_us,83,deceived,There were Missing fire alarms.,HR_REVIEWTEXT,"This property COULD be what they claim in the listing a “luxury beach cottage” but sadly it is not. It seems the expectation is that the guest will make themselves available to pack up holiday decorations that filled closets,manage housekeeping, pool maintenance,& plumbers. Issues may arise during a stay but basic maintenance should be addressed between guests - not left for the guests to address. The house was dirty- red splatters on bedroom doors, dirty toilet seat , blankets of dust on mouldings. Red food splatters on kitchen cabinet, backsplash tile and toe kick in kitchen. Scuff marks on walls, moldy caulking in shower. Washing machine was dirty and there were dirty towels in the washing machine when we arrived. Slow sink in the bathroom. 
When I told The host that I felt the cleaning service was stealing her money she became defensive and said they do a wonderful job and that she has been using them for 5 years. 
There were Missing fire alarms. Only 2 in the bedrooms. None in the rest of the house. Broken shades in den. No information about the area attractions, restaurants, grocery store, - although the host was aware that a previous guest had taken the book there was no replacement. Extension cords that are staples to wall used to plug in lamps. 
The 4th bedroom is in the ‘guest cottage’ which would have been fine for us IF it was clean, didn’t smell musty and if people staying in there were able to access the main house at night after the doors to the house were locked. The back door to the yard from the main house didn’t close correctly so they put 2 slide bolts on it. Because of this anyone staying in the guest house would have to exit the yard and walk around to the front door to unlock it with a key. The only other access would be through a bedroom which would be awkward to leave unlocked while people are sleeping in the room. 
The pool heater not on. Had to flip on circuit breaker while being directed by host and program heater-heater not working and pool needed to be shocked .
The AC compressor in the side yard next to back door has fencing around it that is in disrepair and literally fell down every day- very disappointing Major construction going on next door- had to finally leave early bc we couldn’t sit outside from noise and debris coming over the fence. Use your money elsewhere Would not recommend. Area was centrally located to all. Find another house in the same area. You’ll be much happier."
