"Topic = ""H&S VRBO Model - REF"">>Topic = ""Pest Control - Bed Bugs"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Pest Control - Bed Bugs
Sentiment Filter: All sentences
Matched: 12 sentences
"Pest Control - Bed Bugs Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Pest-Control - Bed Bugs""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Pest-Control - Bed Bugs""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63dbc70ec158e4634505351e,8180569547,NOT SPECIFIED,28899217,1675347742269,02/02/2023 14:22:06 CST,"secluded cabin 3bed/3bath max 6 people 2 king masters,15 minutes to nashville",en_us,83,disappointed,"The beds had bed bugs myself, daughter and husband are covered in bites from them.",HR_REVIEWTEXT,"We stayed there for 3 nights to celebrate my husbands birthday. When we walked in it smelled like really bad mildew. The beds had bed bugs myself, daughter and husband are covered in bites from them. Then they questioned us about bringing a dog there and we never had one there. Was very disappointed in this place and will not be coming back here again."
63dfeb21af083e1d44a9ad56,8181854011,NOT SPECIFIED,66398228,1675619114923,05/02/2023 17:45:05 CST,"apartment with grill, terrace and private pool for 2-6 persons, near rovinj",de_de,83,bettwanzen in ferienhaus - kinder befallen - belvilla nicht erreichbar,"Wir hielten es zunächst für Mückenstiche, doch aufgrund der heftigen Attacke, des quälenden Juckreizes und nach weiteren Recherchen waren wir sicher, dass wir ein Problem mit Bettwanzen hatten.",HR_REVIEWTEXT,"Augen auf bei der Reisebuchung: Nach zwei Corona-Jahren haben wir für die Sommerferien 2022 über FeWo-direkt.de ein tolles Ferienhaus mit eigenem Pool im oberen Preissegment (230 €/Tag) in Kroatien gebucht.

Schon nach der ersten Nacht im Haus kamen unsere beiden Kinder (9 und 5 Jahre) am Morgen mit jeweils gut 100 Stichen an Armen, Beinen und im Gesicht aus ihrem Zimmer. Sie sahen einfach nur schlimm aus! Wir hielten es zunächst für Mückenstiche, doch aufgrund der heftigen Attacke, des quälenden Juckreizes und nach weiteren Recherchen waren wir sicher, dass wir ein Problem mit Bettwanzen hatten. Ein Arzt bestätigte unseren Verdacht. 

Wir haben sofort unsere Vermieter vor Ort informiert und auch versucht, Belvilla zu kontaktieren, doch weder unter der benannten Telefonnummer noch per E-Mail war eine Kontaktaufnahme möglich. Auch EuroTours als genannte Agentur vor Ort war völlig uninteressiert und untätig.

Unser Ziel war es nun, so schnell wie möglich abzureisen - allerdings auch, den Import der Parasiten um jeden Preis zu verhindern! ALLES wurde gewaschen, in der Sonne getrocknet und in schwarzen Säcken wärmebehandelt - unser gesamtes Hab und Gut. Drei Tage haben wir in einer Notunterkunft geschlafen, die unser Vermieter vor Ort organisiert hat, und jeweils am Tag den Rückbau bewerkstelligt. Es war ein Albtraum!

Mit dem Kammerjäger haben wir uns am Tag der Abreise ‚die Klinke in die Hand gegeben‘. Völlig fertig haben wir unsere Rückreise angetreten - 1.400 km non stopp. Denn unsere Nachfolge-Unterkunft in Österreich, wo wir noch 4 Tage verbringen wollten, mussten wir auch stornieren.

Eine Recherche hat schnell gezeigt, dass es offensichtlich Strategie ist, nicht erreichbar zu sein. Über den Facebook Messenger (!) haben wir den Mangel angezeigt, dann erst hat Belvilla reagiert. Man sollte meinen, dass Belvilla einen sofortigen Handlungsbedarf sieht, um den Schaden zu regulieren, aber weit gefehlt! Hinhalten heißt die Strategie. Nach langem, zähen Hin und Her hat Belvilla ein ‚Kulanzangebot’ unterbreitet, das nicht mal dem Tagessatz einer Übernachtung entspricht. Alles mit der Begründung, dass wir nicht den sofortigen Kontakt gesucht hätten. 
Das entspricht schlicht nicht den Tatsachen und ist einfach erbärmlich. 
Achtung: Belvilla ist höchst unseriös, nie wieder! Ohne Anwalt kommt man hier nicht weiter. 
Wir fragen uns - bei all den schlechten Bewertungen - warum dieses Unternehmen überhaupt noch Partner auf Portalen ist."
63cee60a8e330d22ccb41c87,8176558213,NOT SPECIFIED,89873113,1674503700122,23/01/2023 19:54:50 CST,932 dr mlk st/ indy · entire house downtown with parking!,en_us,83,beware!! overwhelming mold scent - blood stained bedding,One of the kids woke up with what appeared to be a spider bite.,HR_REVIEWTEXT,"As soon as I opened the door I was great with an overwhelming musty mold order that permiated through every room of the home. A few of the beds had bedding with multiple stains on both sides. The worse stain appeared to be blood. There were cobwebs in the corners of the room. One of the kids woke up with what appeared to be a spider bite. There was a thick build up of dust on the ceiling fans. The air filter was dirty. The pool table was gross. The ping pong table, net, and one of the paddles were broke. One of the closet doors were off sitting inside closet. Some of the tv's did not have remotes. This booking was beyond a dissapointment. Worse experience to date. I have several pics to share."
63cf76e52d9a3205de2059d2,8176739370,NOT SPECIFIED,83950710,1674540790285,24/01/2023 06:12:53 CST,"hot tub, gameroom, fenced yard, pet friendly",en_us,83,bed bugs!,There is a bed bug infestation.,HR_REVIEWTEXT,"There’s a bed bug infestation. Stayed 2 nights. The first morning I had a few welts which I wanted to believe were mosquito bites but it’s January; mosquitoes are dead. Never saw a single mosquito. Second and final morning the welts were all over my torso and sides. I supplied the owner with photos of the numerous bites I experienced and she said she’d have an exterminator inspect the place for bed bugs and get back to me. Now she has stopped communicating. If you’re still reading….unfortunately the other reviews are accurate. Many windows are lacking blinds including the French doors in the kitchen and the entire game room which cannot be closed off bc there’s no door. The blinds in the master bedroom, master bath and living room are broken in a way that anyone can see in. Basically the entire house can be seen from the outside from multiple vantage points. The neighborhood is very sketchy. After dark the entire back doors (glass) are completely exposed to the back yard and neighbors and anyone who wants to see inside. Only the back door keypad was working until it malfunctioned late at night and I found myself locked out trouble shooting via text with the owner. She refuses to have actual conversations. The other reviews are correct: roach motels and roach bait in all cabinets and drawers. Had to wash all dishes prior to using them and after since you have to start the dishwasher, strip linens and take out the trash prior to leaving. Not sure what the high cleaning fee is for if you’re the one cleaning. The hot tub water was cloudy and the jets barely worked on one side. This is a tired, dirty, bed bug infested property in a bad neighborhood. Do not under any circumstances book this place."
63cf76e52d9a3205de2059d2,8176739395,NOT SPECIFIED,83950710,1674540790285,24/01/2023 06:12:53 CST,"hot tub, gameroom, fenced yard, pet friendly",en_us,83,bed bugs!,bed bug infested property in a bad neighborhood,HR_REVIEWTEXT,"There’s a bed bug infestation. Stayed 2 nights. The first morning I had a few welts which I wanted to believe were mosquito bites but it’s January; mosquitoes are dead. Never saw a single mosquito. Second and final morning the welts were all over my torso and sides. I supplied the owner with photos of the numerous bites I experienced and she said she’d have an exterminator inspect the place for bed bugs and get back to me. Now she has stopped communicating. If you’re still reading….unfortunately the other reviews are accurate. Many windows are lacking blinds including the French doors in the kitchen and the entire game room which cannot be closed off bc there’s no door. The blinds in the master bedroom, master bath and living room are broken in a way that anyone can see in. Basically the entire house can be seen from the outside from multiple vantage points. The neighborhood is very sketchy. After dark the entire back doors (glass) are completely exposed to the back yard and neighbors and anyone who wants to see inside. Only the back door keypad was working until it malfunctioned late at night and I found myself locked out trouble shooting via text with the owner. She refuses to have actual conversations. The other reviews are correct: roach motels and roach bait in all cabinets and drawers. Had to wash all dishes prior to using them and after since you have to start the dishwasher, strip linens and take out the trash prior to leaving. Not sure what the high cleaning fee is for if you’re the one cleaning. The hot tub water was cloudy and the jets barely worked on one side. This is a tired, dirty, bed bug infested property in a bad neighborhood. Do not under any circumstances book this place."
63d6f6dbe2eb5e394dc75cda,8179237924,NOT SPECIFIED,33554974,1675032562987,29/01/2023 22:44:43 CST,stylish studio 17 minutes to centre,en_us,83,okay for price,There were not bed bugs so I am assuming it was just a reaction to the sheets being dirty,HR_REVIEWTEXT,"For only $80 per night it was an ok stay. On the day of check-in I didn’t get any information from the host. 2hr before arrival I had to message the host and ask which apt was ours and how to get in. We weren’t given an apt number so we mistakenly tried to open two other doors before we found ours. Walking into the apt there was a strange smell and the bathroom smelled worse, like dirty pipes and poor ventilation for moisture. The shower wand needs to be changed, it’s so caked up with mineral buildup and mold that the stream that you get from it, is basically drops. The linoleum tiles in the bathroom are lifting because of the moisture and there was mold in the shower. And the water control didn’t really work, we had to play around with it to get a comfortable temperature otherwise the water would constantly go back and forth from very cold to scalding. The sheets on the bed weren’t clean, we found hair and just other debris and my sister would find red dots on herself the next couple days. There weren’t bed bugs so I’m assuming it was just a reaction to the sheets being dirty, but we did find ants in the apt."
63d977b202b3967ce31ef5b8,8179917223,NOT SPECIFIED,34325860,1675196348253,31/01/2023 20:18:58 CST,"weddings, reunions, large groups new estate home; sleep16; games, views; private",en_us,83,beautiful property with some negative quirks,there were bed bugs or something on the property because I came back from my trip there with itchy red bumps all over my stomach,HR_REVIEWTEXT,"Overall I liked staying at this property - the loft makes it feel like you’re in a fancy treehouse inside of a house and it’s absolutely beautiful, the hot tub was lovely, and there were plenty of bathrooms and bedrooms. However, I think the hot tub was dirty or there were bed bugs or something on the property because I came back from my trip there with itchy red bumps all over my stomach; the host started us off with 4 trash bags total for a group of 11 people for an entire weekend and had no extras so we had to purchase them ourselves; each bathroom only had max half a roll of toilet paper and there was no other toilet paper in the house so we had to purchase more ourselves; the cleaning instructions at check out were fairly intensive but we still had to pay a cleaning fee and I personally feel it’s one or the other. I think it wouldn’t have cost the hosts that much to have provided trash bags and toilet paper so we didn’t have to go out of our way to purchase them. It’s a small thing but it does affect how people view the house when you refuse to provide basic necessities that will last long enough for a large group. Also the trash can and dishwasher are pretty small for the size of the house and amount of guests that can stay there."
63dff269c085ca0ee8c64441,8181871077,NOT SPECIFIED,21676505,1675621003968,05/02/2023 18:16:08 CST,aspens a1a: the aspens- great deck with mountain views and western charm,en_us,83,bed bugs and no refund,We found bed bugs,HR_REVIEWTEXT,"The Aspens are fine. Do not stay in A1A or use Jackson Hole Real Estate Company whatever you do. We found bed bugs, lost a day of skiing, had to move mid week to a home ( a very gracious man lent us no charge) spent forever cleaning all of our clothes, not once but again when we returned home. Had to disinfect all of our luggage since it can't be washed, and you're still not sure if you're not bring the bed bugs back home. It was a disaster, no hotel or other rental would take us because we were coming from an infested location. And they decided to give us 1 night refund for a totally ruined ski vacation after promising $3000 refund when this was all going on. Too bad there isn't a zero star category."
63ceeaddafe5131fa30eb82e,8176560373,NOT SPECIFIED,62996635,1674504935238,23/01/2023 20:15:25 CST,"sunny & spacious escape with lanai, private pool, & central ac - near disney",en_us,83,bed bugs,We had bed bugs,HR_REVIEWTEXT,We had bed bugs and you put us out on the street
63d5bf76005226094fd76cd7,8178776691,NOT SPECIFIED,45619243,1674952586858,29/01/2023 00:36:06 CST,beautiful upgraded condo,en_us,83,quick response by management,We only stayed one night in Princeville as one family member woke up with a bunch of bed bugs on her,HR_REVIEWTEXT,We only stayed one night in Princeville as one family member woke up with a bunch of bed bugs on her and many were found on the bedding in the morning. We were quickly accommodated with an alternate accommodation that morning. We were fortunate to be upgraded to a lovely home. We made sure to wash all belongings before entering the new location and no further bed bugs or bites were seen.
