"Topic = ""H&S VRBO Model - REF"">>Topic = ""Pest Control - Cockroaches"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Pest Control - Cockroaches
Sentiment Filter: All sentences
Matched: 29 sentences
"Pest Control - Cockroaches Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Pest-Control - Cockroaches""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e8f912f1f46d783363ea1f,8183318756,NOT SPECIFIED,88478193,1676212532981,12/02/2023 14:34:57 CST,lovely condominium near downtown columbia!!!,en_us,83,nothing like the pic,was not nothing like the pic had a air mattress in the second bedroom and bed bugs one tv the sofa in the living room had a memory foam twin bed mattress on it with a old time throw over stunk roaches everywhere 3 towels in a bad neighbor hood it is like the ghetto,HR_REVIEWTEXT,Wasn’t nothing like the pic had a air mattress in the second bedroom and bed bugs one tv the sofa in the living room had a memory foam twin bed mattress on it with a old time throw over stunk roaches everywhere 3 towels in a bad neighbor hood it’s like the ghetto
63dfef3290a49e5f8acbd938,8181855779,NOT SPECIFIED,69398886,1675620174612,05/02/2023 18:00:52 CST,chic & modern studio in the heart of san marco!,en_us,83,consider this your warning,Place is disgusting and infested with German cockroaches.,HR_REVIEWTEXT,"Place is disgusting and infested with German cockroaches. Checked in Sunday night and saw the first of many. Contacted the property manager and stated I needed pest control out there the next day. They said they would then said Tuesday. I was in town for business and moved all of my morning meetings to the afternoon to meet pest control between 8 and 12. Never showed, the last communication from manager was at 3:30pm asking me if pest control showed up. Dismissive of customer concerns which are legitimate concerns. Place did not have any smoke detectors, shares a water heater with the apartment upstairs so your shower is out of hot water in 5 mins. Will NEVER stay anywhere Silver Street Management is associated."
63e7e3c8fdb556167c90e69f,8183262211,NOT SPECIFIED,88698693,1676141541487,11/02/2023 18:51:52 CST,sand serpent nest * stay like a local in tampa,en_us,83,i’ve never had a problem with booking through vrbo until this room,"Lastly, I found so many roaches the final night I was supposed to be there.",HR_REVIEWTEXT,"First of all, the place is set at a firm 74 degrees. But inside that room feels ten times hotter than that. Second the photos look better than the reality of what the room looks like. Lastly, I found so many roaches the final night I was supposed to be there. Ended up booking elsewhere."
63e30f1035f2b12e188629aa,8182841526,NOT SPECIFIED,59723056,1675824922391,08/02/2023 02:55:12 CST,bsv1841 *promo* luxury 8 bed 6 bath - solara,en_us,83,wonderful management company,cockroaches that have infested the kitchen area.,HR_REVIEWTEXT,"Let me preface this with: THIS HOUSE IS GORGEOUS. It is huge, beautifully decorated, and well stocked. Those complaining about having to supply certain items obviously do not stay in villas very often. The pool was great, warm and tons of fun for the kids. We brought our own pool toys and games and threw them away prior to departure. Loved the room set up, location of the house, community security, etc. We take 1-2 trips to Florida each year. It’s been our family tradition for over 18 years and we always rent villas. This was our first rental with Blue Skies and I must say, I was impressed with their policies, how communicative/responsive they were (love the text feature!). Challenges with the house: when we arrived, at check in, the cleaners were still inside cleaning. No biggie, but we had been waiting at the clubhouse for HOURS and were ready to settle in. The house was clean, but there was a bandaid in the pool (we scooped it out with the net), the projector was broken (was a bummer but we didn’t care enough to contact the management company, there is soooo many other things to do! Like splash in the pool!!), and to our horror, there is seemingly a roach infestation. There are large size water bugs or cockroaches in the upstairs area (mainly saw in the master bedroom and laundry room), but there are what seem to be German (??) cockroaches that have infested the kitchen area. The first one we saw was dead in the master bedroom on the main level, but then we started seeing them throughout the kitchen. Drawers, on the stove, cabinets, and hiding in dishwasher. We bought raid, and lots of Lysol spray and wipes, but knew it wasn’t the solve. I contacted management and they sent an exterminator IMMEDIATELY, which was appreciated, but didn’t solve the issue either. I am not quite sure why there is a possible infestation because the house is CLEAN. The only thing I can think is because the fridge is leaking water from the freezer or whatever the water source is and perhaps that draws them? Not sure. But other than that, the house was great. We did wash all of our clothes in hot soapy water the night before we left, folded, and placed IMMEDIATELY in our LYSOLED suitcases and placed DIRECTLY in the rental van to ensure we didn’t bring any unwanted guests/hitchhikers home with us. All that said, I would rent from Blue Skies again, just maybe not this house. Which is shameful because it’s BEAUTIFUL. (And no, never experienced bugs in any other villa.)"
63e1001a15584e6459ccd430,8182189398,NOT SPECIFIED,54046913,1675690043402,06/02/2023 13:26:50 CST,bear's paradise | pool area | games room | close to disney,en_us,83,great house but cockroaches,on the second day we were there we found cockroaches in the kitchen,HR_REVIEWTEXT,This house was a great space for family and friends to retreat to after long park days but the cleanliness of the house was below average for other houses I have stayed in and on the second day we were there we found cockroaches in the kitchen. The property managers sent out a pest control person and he set up bait traps to catch even more cockroaches. He also explained they were German cockroaches and not Florida cockroaches so to be careful because they could become passengers in our luggage easily.
63e16d004383607e95568a2e,8182337941,NOT SPECIFIED,71650786,1675718011249,06/02/2023 21:11:28 CST,two bedroom vacation rental in waikiki,en_us,83,not as described,"Cockroaches and bugs everywhere at night and during the day, yes there was no food on the counter when they came out, no WIFI, someone changed the name to it so no Wi-Fi and I had to go to the nearest Starbucks to do my college schoolwork.",HR_REVIEWTEXT,"This is the worst property that my family and I have ever stayed at and the management is a reflection of that as well. Pictures are deceiving to the actual property (pictures were enhanced for false advertisement). When we got to the property a lot of things were broken and in our way and stayed like that until we left because maintenance didn't take with. Maintenance was still working there pass 4pm check in time until about 5:30pm. We had issues with the key and code at the beginning. Cockroaches and bugs everywhere at night and during the day, yes there was no food on the counter when they came out, no WIFI, someone changed the name to it so no Wi-Fi and I had to go to the nearest Starbucks to do my college schoolwork. No laundry card as promised, our laundry unit on the 14th floor was closed due to repair, no cleaning supplies or typical things that are suppose to be provided to keep the place neat, we had to buy it ourselves. Mold and rust in the bathroom and other places. There was more that I didn't mention. We were changed extra $140 for a blow up mattress that was described as an extra bed. You are charged a $250 cleaning fee, not sure for what because
our place wasn't even that clean (we left it cleaner than when we arrived to it). Very old property, very outdated, even the guys who run the place say that everything else is updated
and this is the only place that isn't up to date and the host that runs it doesn't care. First Aid kit isn't even up to standard, fire extinguisher was not secured. The first couple of days only 1 elevator worked so we had to carry all our luggage by stairs (14 flights). We were required to do our own dishes upon leaving which I didn't have an issue with besides it not being properly sanitary for the next people to come or for those who were here before us, how do we know that it was actually done sanitary up to code for people not to get sick or diseases. I sent the message to the host requesting a refund and informing of the issue, but the host didn't even have a decency to reply back or acknowledge her mistakes. Stove is outdated same as the fridge. We tried getting another hotel the second night we were there but we couldn't get anything due to it being booked out and we paid around $2900 for a week, way overcharged. I could have gotten a Hilton property for cheaper than that. I can see maybe paying $1000 for this place but no more than that."
63da8092507a6e507f831273,8180206245,NOT SPECIFIED,32431625,1675264167113,01/02/2023 15:09:05 CST,charming wooden bungalow 100m from the beach with its small private pool,fr_fr,83,nid d'amour au calme à 2 pas de la plage,"Petit bungalow situé à côté de la maison d' Amélie et Julien dans un écrin de verdure au calme tout en étant à 2 pas de la plage de l' anse Cafard avec son offre de restauration et bars, on est dans la continuité de la plage du Diamant, ce qui permet d' aller à pied jusqu' au bourg avec ses commerces et son marché.",HR_REVIEWTEXT,"Petit bungalow situé à côté de la maison d'Amélie et Julien dans un écrin de verdure au calme tout en étant à 2 pas de la plage de l'anse Cafard avec son offre de restauration et bars, on est dans la continuité de la plage du Diamant, ce qui permet d'aller à pied jusqu'au bourg avec ses commerces et son marché."
63d9b5307b7bff0d6175f178,8179984916,NOT SPECIFIED,33501270,1675212090148,01/02/2023 00:41:20 CST,family memories. private pool with jacuzzi. ac. cable tv. free wifi. game room,en_us,83,nice home but very disappointed,We seen many roaches in the kitchen and bedrooms.,HR_REVIEWTEXT,"This is a very beautiful home in a nice area. However the owner is not very helpful. There's a $20 fee for resort pass that you must purchase in order to avoid waiting in line every time you enter the gate. This was not mentioned in the listing. We seen many roaches in the kitchen and bedrooms. We contacted the host for simple requests and concerns and never got a response throughout our entire 5 night stay. 

The owner provides the bare minimum. One soap, one toilet paper, 2 trash bags and a few towels. We had to purchase napkins, dish soap, trash bags, sponges to wash dishes, and more... 

This is a nice home but the host does not seem committed to maintaining this rental or making his guests happy."
63e13594101b5a71530265e7,8182270272,NOT SPECIFIED,89356781,1675705203586,06/02/2023 17:13:48 CST,cozy home in orlando close to downtown,en_us,83,don’t stay here,House was very crapped Roaches everywhere Bad neighbors In a rough area,HR_REVIEWTEXT,"House was very crapped 
Roaches everywhere
Bad neighbors 
In a rough area"
63da95f895cab1002b412992,8180233232,NOT SPECIFIED,83403515,1675269634712,01/02/2023 16:31:13 CST,lovely 5bd spa gm pool hm encore club,en_us,83,"heated pool was not on as per request, dirty house","house was dirty, dirty towels, dusty, rust on pool property, infested with roaches",HR_REVIEWTEXT,"We didn’t get heated pool, house was dirty, dirty towels, dusty, rust on pool property, infested with roaches."
