"Topic = ""H&S VRBO Model - REF"">>Topic = ""Child"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Child
Sentiment Filter: All sentences
Matched: 39 sentences
"Child Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Child""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63d6dd91a441b4740c6b4bb4,8179194676,NOT SPECIFIED,86291396,1675025820061,29/01/2023 20:56:48 CST,perfect large group gem with game room/great yard,en_us,83,just ok,"coming up in several areas, a real trip hazard for a toddler or elderly",HR_REVIEWTEXT,"We booked mostly for the air hockey table, which didn’t blow enough air to work properly so that was disappointing. Carpet had been vacuumed and sinks and toilets were clean but the place badly needs a deep clean. Walls and baseboards and window ledges were filthy. The mini blinds in the “kids” room (bunk bed room) were all broken so the kids were up with the sun. The floors are entirely splitting and coming up in several areas, a real trip hazard for a toddler or elderly. The furniture was equally beat up, the chair in the living room looked like it was rescued from a curb. There was no toilet paper in the bathroom, no paper towel in the kitchen. Sponges were scary dirty, thankfully we brought our own of all of these things…washed every dish before we used it, especially the utensils, because the drawers were so gross inside. The lights over the dining room table didn’t work and the remote control lights for the other rooms were wonky, my daughter was trying to turn hers on and it turned mine off. As for the pros: good location, we felt safe, good size yard to play in and plenty of space for a family or two. We enjoyed the sleds they provided. I really liked the cubbies in the kitchen and all the rooms. Check in was easy and host was communicative. The place has potential but really needs some attention. I understand new flooring is expensive but at minimum the place needs a deep cleaning and new blinds in the one room, and that would cost less than we paid for our stay so I just don’t understand why it’s not been done."
63d82e0e63bc34179c6afe0b,8179549005,NOT SPECIFIED,77961488,1675111962037,30/01/2023 20:52:02 CST,new! shenandoah valley home - 9 mi to nat’l park!,en_us,83,great cabin for shenandoah,The house is jam packed with hunting stuff and sharp woodworking tools which may be hazardous for inquisitive children.,HR_REVIEWTEXT,"This cabin is in an excellent location close to the skyline caverns/drive. The kitchen is well stocked with every utensil you could possibly need and the bathrooms are modern. TVs in all bedrooms and other living areas. Games and puzzles for the kids downstairs were a bonus. 

We stayed as a family with 4 children aged 5-11. The house is jam packed with hunting stuff and sharp woodworking tools which may be hazardous for inquisitive children. Although there is a wood burning stove in the living room this was not available to guests due to insurance. This was disappointing as we were hoping to do s’mores with the kids. That said there is a fire pit (of sorts) in the back yard. 

The outside area requires a lot of work and is obviously undergoing landscaping. Unfortunately, tools required for this were scattered around the yard and this could be dangerous for kids. However, there was plenty of other space for them to run around and once the yard is finished it will be great."
63d45901d921bc56ae59eece,8178378894,NOT SPECIFIED,33907149,1674860811585,27/01/2023 23:06:41 CST,"deluxe 5 bedroom family home with pool and spa, reunion resort",en_ca,83,"disappointing! bugs, mould, run down!",The pool had a broken cover on the bottom of the pool.,HR_REVIEWTEXT,"We stayed at this property for a week in Dec of 2022. The house was spacious and in a nice gated community, unfortunately this house was very dated and smelled like wet dogs.

When we arrived the pool area was very dirty, chairs were all over the place. The “games room” was in the garage, although it was piled with garbage, broken chairs, broken Lamps, old tarps and a broken dishwasher. No one wanted to use this space. It should not be advertised as a games room, but rather a dumping ground. 

The dishwasher and cabinet under sink has bugs in it, there was mould all over the water dispenser on the fridge. The frying pans were old nasty Teflon pans, all the Teflon peeling off. I can’t believe they expect people to cook on these pans. The plastic spoons were from the dollar store, very poor quality and a number of them broken or melted.

The pool had a broken cover on the bottom of the pool. My son stepped on it while swimming and cut his toe very deep. 

The washing machine and dryer knobs were super sticky and insanely loud. 

The bed in the master bedroom was sloping off to one side so badly I get like I was falling out of bed every night. The mattress in one of the room upstairs was broken as well. Beds were hard not at all comfortable.

The community facilities are nice, although you need a card to access them and there was no access card left for us. When I messaged the owner the number he gave me was an incorrect number for management. I had to talk to a number of different People to get a card, and couldn't get one until the last day of our stay. 

There was very strict policy on garbage removal which threatend high fines of up to $500 if not followed correctly. Although through out the home there was 4 different notes all dictating different instructions, and conflicting garbage days. 

One of the kitchen chairs was broken, the can openers were dirty and rusty and impossible to use. Window blinds broken. The dishwasher door falls like a brick down on your toes when you open it up. We think it broke my husbands toe. 

A number of these items were dangerous and caused my family bodily harm. I let the owner know and requested a discount for our stay. He just blamed the management crew and said there was nothing he could do.

Overall I have never been so disappointed with a Vrbo, all of our other stays have been fantastic. I am concerned about someone getting hurt with the run down nature of this home. I would not recommend staying here due to safety issues and misleading advertising about the games room and the community pool."
63d831bb27773349e0454b15,8179550532,NOT SPECIFIED,42129913,1675112947968,30/01/2023 21:08:10 CST,~ relaxing oasis  - heated pool - modern luxury ~,en_us,83,outdoor space is outstanding,One small issue - two of the exterior doors do not have child safety locks.,HR_REVIEWTEXT,"This is a fabulous property and the outdoor space is great! The property is clean, well laid out and lib a great location. One small issue - two of the exterior doors do not have child safety locks. If you don’t have small kids it shouldn’t be a problem but we did. Management was quick to respond with a work around. Highly recommend this place!"
63d6a8d1014109619f225917,8179109980,NOT SPECIFIED,89677318,1675012363001,29/01/2023 17:11:44 CST,container cabin skier's retreat,en_us,83,terrible experience didnt stay even night. stay away,It was unsafe to stay with kids overnight.,HR_REVIEWTEXT,"Stay away. Booked this for a ski trip with family. Drove from Seattle only to find there was no place to park due to snow, property had no electricity. It was unsafe to stay with kids overnight. Couldn't contact property manager multiple calls going to vm which was full so couldnt leave message. We turned back after trying for an hr. Host finally messaged he will refund but still havent gotten the money back in 1 month. I am out almost $1000. Vrbo customer service is non existent too. Left a complaint with no response yet. The property is a metal container that has been converted. There is no bathroom to wash, only a very dirty porta potty! The listing is inaccurate. Stay away!! Will give negative 5 stars. Waste of money. I plan to stay away from VRBO. We book cabins every few months - this has been the worst experience in years."
63ced73ca8ed1256711080eb,8176540059,NOT SPECIFIED,32060284,1674499936587,23/01/2023 18:38:21 CST,"camp beaver creek   rustic luxury, majestic mountain views, free tesla charger",en_us,83,travelers beware - do not stay here!,We had a 7 month old baby with us and had to leave because of the safety concerns and the absolutely putrid rancid smell (we could not even sleep in the bedroom it was that bad) I use Airbnb all the time and have NEVER had a an issue or bad experience and I always leave hosts glowing reviews.,HR_REVIEWTEXT,"This place was infested with rodents and something had clearly died inside the walls, leaving the entire bottom floor with an absolutely PUTRID smell that made the place uninhabitable. We saw mice all over the place and droppings as well. The smell was so bad that we all felt nauseous and had to leave early. The smell of death and something rotting was making us all feel sick and like we couldn’t breathe. Too cold to keep the windows open. I stayed here for my birthday and the trip was ruined because of this irresponsible and unresponsive host. We lost money as well because we had to cut the trip short and had nowhere else to stay. We are SO disappointed to say the least. Do not be fooled by the photos, this place is not well cared for or maintained. The sauna doesn’t get very hot because there are massive holes and we didn’t/couldn’t even use the hot tub because of the intense chemical smell. This is a property that looks good on paper but should be avoided at all costs. I hope I can save you from having a trip like ours. I Informed the host about the problem and he did not care, was unapologetic, just said “yeah there are mice in the country” and then proceeded to ignore me. YOU SHOULD NOT CHARGE CUSTOMERS MONEY FOR A PLACE INFESTED WITH RODENTS. We had a 7 month old baby with us and had to leave because of the safety concerns and the absolutely putrid rancid smell (we could not even sleep in the bedroom it was that bad)
I use Airbnb all the time and have NEVER had a an issue or bad experience and I always leave hosts glowing reviews. I will never be using vrbo again - this was an awful property that was unmaintained and unrepresented. I really hope this doesn’t happen to anyone else - AVOID AT ALL COSTS."
63d07a186f905d6c1043af3e,8177114805,NOT SPECIFIED,71948759,1674607140047,25/01/2023 00:38:48 CST,the log cabin (1 min to beach),en_au,83,disappointing!,· Backyard unsuitable for children to play in – zero shade · Back deck unsafe and in need repair/re-build – exposed nails extremely deteriorated timbers.,HR_REVIEWTEXT,"· Although it did not have air-conditioning, there is insufficient fans to cool the property adequately. Three rusty old fans were an insufficient source of cooling – the house felt was extremely uncomfortable on warmer days/nights.
· No window screens on the majority of windows. To cool the property it was necessary to open windows. This caused security concerns and also allowed insects into the property.
· Every window blind in the house was broken and would not function properly.
· Security screen doors could not be locked causing further security issues.
· No storage area to store bikes etc unless they were brought inside although, due to no functioning security screens and the requirement to leave windows open (with no screens) security of bikes etc was a concern.
· Backyard unsuitable for children to play in – zero shade
· Back deck unsafe and in need repair/re-build – exposed nails extremely deteriorated timbers.
· Lattice around back deck is rotten and falling apart – our dog kept going under the deck which caused some issues leaving toys etc underneath.
· The bunk beds swayed and did not feel structurally safe.
· Advertisement states the house is “basic” and “humble” – This is an strong understatement!
· Fantastic fridge – the kids loved the ice maker.
None of the photos on the website show what state the property is actually in. Very disappointing."
63d8c78a68280e7fbb252823,8179705694,NOT SPECIFIED,33574508,1675151254103,31/01/2023 07:47:22 CST,the guard's cottage at the refinery,en_nz,83,great place to stay,The garden was a relaxing place to sit and relax The advocado tree was handy for shade however the baby avos falling on our heads was not too good!!!,HR_REVIEWTEXT,"A wonderful place for our dogs to roam.The garden was a relaxing place to sit and relax The advocado tree was handy for shade however the baby avos falling on our heads wasnt too good!!!
There were day trips for a change of scenery.Lots of choice for cafes and eateries. The cafe on site was 5 star the staff friendly food delicious!!! The kitchen was well equipped Bathroom and towels top notch!! Would return there soon."
63dab05590a9453fac55c7be,8180267291,NOT SPECIFIED,63857272,1675276431401,01/02/2023 18:32:34 CST,waterfont paradise -  hot pools nearby,en_nz,83,avoid avoid avoid,The kayaks are decrepit and not safe for young kids to be on so do not bother there.,HR_REVIEWTEXT,"AVOID, on the first day we couldn’t even check in on time as the owner was still there looking for her keys. We were empathetic towards this so helped where we could. Once we had finally all settled in, she knocked and came through the house two or three times looking for them and we had to move our cars several times as they went in and out. She then left her phone in the house and all throughout the evening until 11:30pm it rang on and off waking us and our children several times until we could finally locate it and discovered whose phone it was! Our first day felt like an absolute shambles because of all this and we didn’t get to properly relax at all. We then had crappy intermittently working internet the whole trip despite us saying we relied on the internet overnight (medical reason) Cheryl’s communication around this was rubbish until the final morning when she decided to call spark and by then it was too late. And no, DVDs on offer did not fix the issue we had overnight. The kayaks are decrepit and not safe for young kids to be on so don’t bother there. And to top off our holiday, despite us being SO patient and kind towards Cheryl the entire trip, she then accuses us off breaking a wheel on a trundler we didn’t even use and is charging us an extra $845 because of this and due to sand in the house and some fingerprints on the sliding door and the couch.. We were at a BEACH house with 4 young kids - come on! I grew up with a parent who was a cleaner, that parent was staying with us. We left that house cleaner than most would have, even wiping out her fridge and only left the vacuuming and linen washing for the cleaner. There are NO instructions that say any trace of sand is banned in the beach house, I rinsed off all their togs in the sink next to the washing machine, as anyone would but I’m not the perfect mum. It’s impossible for some sand not to escape me, I did my best but to charge us over $800 for sand and fingerprints is UNREASONABLE. I saw her previous review where she accused other guests of water damage and nearly didn’t book because of it but figured it was isolated and surely we’d be all good but it seems like this is just the way the owner is, she was so angry about the fact she was out of pocket for losing her keys and so she’s now clutching at straws trying to recoup some of that loss by charging us for ridiculous things. We will not be paying for this and are just grateful to have a lawyer in our family to sort her out."
63d3810edcf06332f90a6601,8178051575,NOT SPECIFIED,42651005,1674805562117,27/01/2023 07:45:18 CST,oysters retreat - cooks beach holiday home in cooks beach,en_nz,83,oysters retreat,One of the bedrooms had not been cleaned properly when we arrived and there was glass on the floor in the childrens room causing an injury luckily to an adult not one of the children.,HR_REVIEWTEXT,"Although this property is within easy access to the beach and the river we found the bedrooms lacked storage space, the outdoor furniture was very difficult to manage as it is heavy, unstable and hard to move. Being able to spend as much time as possible outside is important for a family. We used the bar b que and found only 2 burners worked. 
One of the bedrooms had not been cleaned properly when we arrived and there was glass on the floor in the childrens room causing an injury luckily to an adult not one of the children. 
We did find the kitchen well equipped although small when catering for a family."
