"Topic = ""H&S VRBO Model - REF"">>Topic = ""Accommodation"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Accommodation
Sentiment Filter: All sentences
Matched: 50 sentences
"Accommodation Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Accommodation""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63daa37c4f63ef64e6d0dbf4,8180246658,NOT SPECIFIED,42162769,1675273095869,01/02/2023 17:38:04 CST,rustic farmhouse on appalachian  ski mountain,en_us,83,good house and location with caveats,"We could not pull one of our cars out of the driveway as a result, and the walkway to the entrance was also covered in snow and became pretty slick (one of our members slipped on the way in).",HR_REVIEWTEXT,"This house was quite nice for our group of seven that stayed here for a weekend. View was beautiful from the dining and living room, as well as the kitchen. The rest of the house furniture wise was a little dated but comfortable. This house is about a 2 minute drive to the ski lodge at appalachian ski mountain where our children were taking ski lessons this weekend. 

Our main issue for the house was its exterior condition. This house is located close to the top of the Appalachian mountain Ski resort which is often blowing snow, and some of that snow may blow back on the property. In addition, it had snowed a few days prior. When we arrived, the driveway was not plowed, and with the temps jumping above and below 32 degrees it quickly became very slick. We could not pull one of our cars out of the driveway as a result, and the walkway to the entrance was also covered in snow and became pretty slick (one of our members slipped on the way in). The next day one of us had to shovel and salt the driveway ourself to give a chance for our subaru to make it out. 

On top of this, the thermostat was set to 50 degrees when we arrived, and took overnight to warm up the whole house to 70. We had to keep our 2, 4, and 6 year old in their jackets the rest of the evening to keep them warm. My father in law also tried calling the number provided for the owner but never received a call back. 

When I contacted the owner via the vrbo app they indicated that it is hard to keep up with the snow at all times, and so the driveway and walkway may not be cleaned. They also said that they control the heat remotely via wifi so that perhaps there was a connection issue. 

Regardless, for folks who are making decisions in the future on where to stay, just note that these may be things that you might have to deal with after arrival during the winter season. Had we known that we would have to clean the driveway, we would have saved the expense and just stayed in a hotel."
63cd8706631d953355a758ab,8176096477,NOT SPECIFIED,60634764,1674413845504,22/01/2023 18:57:10 CST,"treetop slope's view! 6 br, 4ba, sleeps 19 games! walking distance to skiing!",en_us,83,it was a shame but this house could have a ton of potential,"Food was found on the floor, a smoking pipe was found out on the outside deck by the table (left it there), there was dog poop on the outside of the slider door (left it there), air vents were just covered in dust/debris, bathrooms were the worst with mold & mildew on the tiles and glass doors.",HR_REVIEWTEXT,"Property has a great location. House could be truly wonderful but the upkeep and cleanliness were terrible. The whole house was not cleaned PROPERLY to start. Food was found on the floor, a smoking pipe was found out on the outside deck by the table (left it there), there was dog poop on the outside of the slider door (left it there), air vents were just covered in dust/debris, bathrooms were the worst with mold & mildew on the tiles and glass doors. To me it seems like a property management issue but regardless the overall feel of the property was definitely not as described. Also, the games downstairs were not very inviting as the shuffle board was all ripped up, the pool table felt was very old.....again, not was represented on the listing. Anyway, we were only there 2 nights and made the best of it and honestly I did not want the hassle of dealing with everything above and ruining the little time we had. The house could be a wonderful place but the care and treatment of it has been neglected for a long time."
63d492588d64e77a77e20868,8178437292,NOT SPECIFIED,36112348,1674875529011,28/01/2023 03:11:20 CST,family house in the center of são sebastião,pt_br,83,regular,"Sendo que a casa nao tem microondas, no anicio falava que tinha maquina de lava e isso foi o principal pq estava viajando 23 dias com criança e quando cheguei nao tinha a maquina de lavar, difícil acesso pois a escada é super estreita ( eu calço 34) e meu pé não cabe nem de lado na escada super perigosa, tem ventilador de teto sendo que quando está muito quente o quarto fica super quente, a geladeira na parte de baixa não estava gelando bem ( falei com a dona Júlia e ela alegou que ninguém tinha reclamado da geladeira,só eu),falou para indireitar a tomada, em fim... não recomendo alugar quem tem criança de colo, idoso e pessoas com dificuldade de locomoção.",HR_REVIEWTEXT,"A casa fica bem localizada, perto de mercado, restaurante e do centro de São Sebastião.
 Sendo que a casa nao tem microondas, no anicio falava que tinha maquina de lava e isso foi o principal pq estava viajando 23 dias com criança e quando cheguei nao tinha a maquina de lavar, difícil acesso pois a escada é super estreita ( eu calço 34) e meu pé não cabe nem de lado na escada super perigosa, tem ventilador de teto sendo que quando está muito quente o quarto fica super quente, a geladeira na parte de baixa não estava gelando bem ( falei com a dona Júlia e ela alegou que ninguém tinha reclamado da geladeira,só eu),falou para indireitar a tomada, em fim... não recomendo alugar quem tem criança de colo, idoso e pessoas com dificuldade de locomoção."
63d0e610f40a8e4c1a87a44f,8177260664,NOT SPECIFIED,74522223,1674634779330,25/01/2023 08:19:28 CST,"direct view of tampa bay - pool, close to bucs stadium",en_us,83,cute but not the best,Hallway from elevator to the room the ceiling is about to collapse.,HR_REVIEWTEXT,The condo smelled really musty. Pics made room and pool look much bigger than reality. Strings all over in the air above pool for black birds that attack you. Hallway from elevator to the room the ceiling is about to collapse. Plus side the condo was stocked nicely and was pretty.
63da91698bf82d328c691410,8180227351,NOT SPECIFIED,34068941,1675268467486,01/02/2023 15:43:39 CST,magnificent chalet spa sauna ideal for ski holidays,fr_fr,83,un séjour au delà de nos espérances !,Vous aurez aussi le plaisir de pouvoir utiliser un jacuzzi au milieu de la neige avant de vous relaxer dans le sauna attenant.,HR_REVIEWTEXT,"Un séjour tout a fait représentatif de l'idée que l'on peut se faire des joies de la montagne. C'est d'abord un site exceptionnel, un petit chalet en bois entouré par la forêt, avec des biches qui viennent le soir tout près de votre porte. Le chalet par lui même est parfait, très cosy, intimiste avec une décoration raffinée sans ostentation. Vous aurez aussi le plaisir de pouvoir utiliser un jacuzzi au milieu de la neige avant de vous relaxer dans le sauna attenant. Quant aux propriétaires, disponibilité, efficacité et sympathie les caractérisent ; au final, ce sont des amis que nous avons rencontré. Nous recommandons vivement ce châlet, agréable aussi bien en hiver qu'en été. Nous reviendrons avec grand plaisir !"
63d689a4a6e75c2356250ecf,8179058805,NOT SPECIFIED,79409148,1675004334666,29/01/2023 14:58:44 CST,"coastal home w/access to shamrock park, legacy trail and intracoastal waterway !",en_us,83,"dirty, not renter friendly property. did i mention it was dirty? stay away....","Mildew and grime in all the corners, hair stuck to the walls, dead bugs on the vents, soap scum partially wiped off the shower walls, mildew all around the window sealer.",HR_REVIEWTEXT,"The property and house itself were OK. The outside landscaping was pretty trashed. Lots of down brush and such. No grooming of the yard.
Bathroom was gross. Mildew and grime in all the corners, hair stuck to the walls, dead bugs on the vents, soap scum partially wiped off the shower walls, mildew all around the window sealer. Bedroom had a freestanding AC unit- the vent to the window was cracked in 3 places. Cracks were attempted to be fixed with dish towels, zip ties and duct tape. Lots of dead bugs and dust around the vent/window area.
Lots of spiders in the kitchen, randomly throughout the stay we would see spiders on the walls and ceilings.
When attention was brought to the owner of the issues his reply was ""this is due to the age of the house"".
Since when is CLEANING your house have anything to do with the age? You can have an old house and keep it clean!
When I asked for a cleaning fee refund he said that's not possible.
STAY AWAY."
63d00a35d7049718367f45eb,8176953723,NOT SPECIFIED,84537441,1674578496100,24/01/2023 16:41:25 CST,"new! duck creek village cabin: hike, ski, & bike!",en_us,83,great cozy cabin!,We stayed here in January and were lucky enough to be there after a lot of snow fall.,HR_REVIEWTEXT,We stayed here in January and were lucky enough to be there after a lot of snow fall. Had a great time! Very Cozy! We built several fires in the fireplace and were able to play games and just relax. Highly recommend.
63cfb0adc50be77954ee6a49,8176803470,NOT SPECIFIED,33946455,1674555578898,24/01/2023 10:19:25 CST,small individual chalet on the slopes of la clusaz,fr_fr,83,séjour au ski réussi,Même la petite descente d' escalier pour rejoindre la chambre du bas dans la neige et au milieu de la nuit nous aura valu des souvenirs de franche rigolade et tout le monde s' y est vite accoutumé.,HR_REVIEWTEXT,"Avec notre groupe d'amis (six adultes), nous avons pleinement pu profiter de la superbe localisation du chalet à quelques mètres des pistes pour chausser les skis dès le matin. Le chalet, chaleureux en bois, est équipé avec tout le nécessaire. La répartition entre la partie basse ""grande chambre dortoir"" et la partie haute ""pièce de vie"" est agréable et chacun y a trouvé son compte. Même la petite descente d'escalier pour rejoindre la chambre du bas dans la neige et au milieu de la nuit nous aura valu des souvenirs de franche rigolade et tout le monde s'y est vite accoutumé. Nous sommes tous ravis de notre séjour!"
63d476a6142d5e533f116352,8178422018,NOT SPECIFIED,24101959,1674868401883,28/01/2023 01:13:10 CST,pets welcome! great space + backyard near zilker,en_us,83,worst vrbo stay ever,There is black mold in the air vents.,HR_REVIEWTEXT,"This is the worst VRBO experience we have ever had. First of all, I consistently received two emails for every reminder and every check in one from Austin vacay and one from a service manager. This made the check in process difficult because the code sent to me did not work. I called the property manager who answered after the second call and gave me a different number which worked. They apartment in our opinion was not at all how was presented on the website. The furniture and art is different (no big deal). The outside door frame is completely rotted away, the kitchen cabinet and drawers do not close. There is black mold in the air vents. On almost every door inside and out is chipping and peeling paint. They lid on the toilet is broken and clearly glued together. The apartment smells very strongly of odor ban cleaning solution and as it wears off you can smell cigarette smoke. The units around this apartment all have broken blinds and loud barking dogs (I know the property manager can't control the neighbors, but something that would have been nice to know). Both times I contacted the property manager (check in and when we wanted to talk about the property) I had to call twice before he would answer. Needless to say, we left the property and ended up getting a hotel. I called the property owner and explained our concerns, he was not willing to refund any of the money except the cleaning fee, which I still have not had returned to me. Had this been a cheap rental I wouldn't have cared so much but as you can clearly see if you're considering it, it isn't cheap."
63dae8cb7b7bff0d612e2579,8180337797,NOT SPECIFIED,33706673,1675290868926,01/02/2023 22:33:47 CST,sale! sunset suite at casa gia boutique condo directly the sand w/ pool& hot tub,en_us,83,not as advertised,"Ceiling fan in master bedroom is hanging out of the ceiling, which is a safety issue.",HR_REVIEWTEXT,"Lights missing from the overhang to see to get in the front door and then lights missing to see to get into the third floor unit. This was not an ideal way to start vacation. Owner needs to install proper lighting as a skylight does not work in the dark. Ceiling fan in master bedroom is hanging out of the ceiling, which is a safety issue. Grill cannot be used as it has not been cleaned in years and is falling apart. No umbrellas around the pool. They only have the rusted out bases left. Cushions for the outdoor chairs are falling apart. Towel rack in guest bath is pulling away from the wall. No remote to the TV in one of the guest bedrooms, therefore unusable. Old broken light in the corner of the bedroom that just needs to be removed. The ceiling fan in the living room has all of the lightbulbs broken out of it and unusable. The entry door to the unit needs a fresh coat of paint as it has lots of wear and tear. The kitchen is nice, but who really uses a kitchen that much on vacation? The location is great. I really, really wanted this place to be nice as I paid a premium rate for it. The main photo they use to get you to book the property is not what you get. No patio furniture around the pool. Only rusted umbrella bases and rusted chairs. The pool heater does not work, so you cannot swim unless it is very warm in Florida. I am emailing the owner my photos that support these statements and I hope they will invest in their property."
