"Topic = ""H&S VRBO Model - REF"">>Topic = ""Stairs"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Stairs
Sentiment Filter: All sentences
Matched: 61 sentences
"Stairs Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Stairs""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e020bc2ac8cd05c5ab5ec3,8181922125,NOT SPECIFIED,70441973,1675632838448,05/02/2023 21:33:47 CST,"loggers run 17 - snowshoe - ski in ski out private hot tub overlooking slope, garage",en_us,83,horrible - dirty and unsafe,my son fell down the stairs,HR_REVIEWTEXT,"We arrived to dirty dishes in the sink, dirty dishes in the dishwasher, a sink drain full of rotten food, and the garbage disposal smelled horrible. The beds had dirty sheets on them; we had TO WASH THE LINENS before we could sleep! Dirty bathrooms with hair and dirt in the sinks and shower. The shower was full of mold and did not drain. Floors were unclean; if you walked around without socks, your feet were black. The counters and floors are full of dried and nasty food and dog hair. Dirty dishes in the cabinets and old food that was dried. The property is unsafe; the baseboards are so bowed from the walls you trip. The stair railing is broken, and my son fell down the stairs. The smoke detector has not been checked since August 2012, and the attic door does not close bad cold drafts. The linens are dirty, towels provided are the tiny and towels from Walmart that still had ""inspection"" stickers on them and would not even fit around my 12-year-old. The bathroom floors have mold and a thick layer of nasty hair and dirt around the sides. If you try to contact the property management company, the voicemail is full. When they finally emailed us on day 3, they did not provide a refund for the trip. The house is in a good location, but the house is so nasty and in disrepair, I WOULD NOT STAY HERE!"
63dae804dbea356aa36dd54d,8180337538,NOT SPECIFIED,33550693,1675290638372,01/02/2023 22:30:28 CST,7 to 14 bdrm classic hacienda right on puerto vallarta´s best swimming beach.,en_us,83,one week on the beach,"Like hooks on the back of bathroom doors, plastic covers taken off the lamps, a hand rail on the stairs going to the beach.",HR_REVIEWTEXT,"The property offers a lot. The grounds are kept up perfect. A leaf dare not drop and it is swept up by the hard working gardener. The chef is delightful and made us lunch and dinner every day. You chose what you want on the menu the day before. There were a few miscommunications but all in all it went nicely. There is a helper to serve and bar tend, he was sweet and took great care of our margarita needs. He even led our group on a great hike to a waterfall. One of the highlights of the trip for the grandsons. They jumped off rocks into the river. The housekeeper kept the rooms clean and tidy everyday. My group said it exceeded their expectations and loved being right on the beach and having our own grounds. The boys loved learning to boogie board in the waves and warm sea water. There are boogie boards, pool toys, a ping pong table and kayaks too. Plus they supply life jackets. I loved listening to the waves crashing every night putting me to sleep. I had the window open all night and never needed the AC. I did get bites on my legs as I did not even use a sheet. I think there is a tiny bug called No See UM's. I got bit by those last year in Puerto Vallarta too. They itch like the devil. 
There are a few details that could be tended to. Like hooks on the back of bathroom doors, plastic covers taken off the lamps, a hand rail on the stairs going to the beach. But, those are very minor. You will not regret staying at Casa Mucumba. It is a beautiful."
63d8cd03393c4453f048456b,8179722413,NOT SPECIFIED,75156535,1675152655725,31/01/2023 08:10:43 CST,"extraordinary river views and setting, hot tub, fire-pit, open layout, new décor and furnishings",en_us,83,close to town relaxation,The steps by the kitchen seemed to be a trip hazard with the design.,HR_REVIEWTEXT,"Communication was well other than we brought up The DVD player in the main T.V. room did not have a HDMI chord, we where told one would be delivered, which never happened. The steps by the kitchen seemed to be a trip hazard with the design. If you move one of the many tables and create a barrier it wont be an issue! I read a few previous reviews about the residence being difficult to access. This is not that case at all. concrete all the way until you reach the property then it is nice gravel. Will stay here again! If your looking for a gorgeous place to stay and have a few guests that are looking to nestle next to the fire, soak in the hottub or use the amazing kitchen for home cooked meals this is the place and at a descent price!"
63dac6caed844070c51022eb,8180297956,NOT SPECIFIED,29626456,1675282147135,01/02/2023 20:08:42 CST,welcome to arrow ridge lodge,en_us,83,review,"However, every single one of my guests fell down the steps.",HR_REVIEWTEXT,"It was all great. However, every single one of my guests fell down the steps. They were way too shallow and slippery. Other than that, we had a blast."
63deaeaecea55c43e2eb7c8d,8181434593,NOT SPECIFIED,83925349,1675538114233,04/02/2023 19:14:54 CST,casita del sol ~ peaceful 2 story cottage retreat,en_us,83,read description carefully!,"My wife needs hip replacement and she was using the outside (regular) steps, since the inside stairs were impossible, but it was dark and the outside stairs were covered in dew and mold, she slipped and fell.",HR_REVIEWTEXT,"To use the bathroom or kitchen you must climb a spiral staircase. Yes, it was disclosed, but I missed it. It was VERY inconvenient to live with. Especially at night. My wife needs hip replacement and she was using the outside (regular) steps, since the inside stairs were impossible, but it was dark and the outside stairs were covered in dew and mold, she slipped and fell. We left early. You have been warned."
63dc153583ad20586f4d9ea2,8180687447,NOT SPECIFIED,29935061,1675367743734,02/02/2023 19:55:33 CST,walk to the honky tonks! 1 block to broadway! waylon loft by music city loft!,en_us,83,great location to get to everything.,"So the balcony is sunken with the building on two sides, a high (8 feet) concrete wall on the third side and a creepy, dark, narrow alley with metal stairs going above you on the fourth side, and a short fence to keep anyone/anything from wandering onto the ""balcony"".",HR_REVIEWTEXT,"Nice property with everything you need and close to the arena, auditorium and the bar scene. My only issue was it is advertised as a balcony and on the second floor. However, a guest wouldn't know that the second floor is somehow below ground level at that side of the building. So the balcony is sunken with the building on two sides, a high (8 feet) concrete wall on the third side and a creepy, dark, narrow alley with metal stairs going above you on the fourth side, and a short fence to keep anyone/anything from wandering onto the ""balcony""."
63e84fcb237d6f00badc3012,8183289201,NOT SPECIFIED,89983725,1676169224522,12/02/2023 02:32:43 CST,lovely 3-bedroom unit,en_us,83,*** beware *** do not rent this place (host is a scammer and lier,He fell from the stairs going downstairs in the basement.,HR_REVIEWTEXT,I rented this place for 4 nights for myself and family. What a mistake it was. We reached to this house around 2am. Rental itself looked ok from the outside. Surround it though was very questionable. Didn’t look like a good area. We walked in the place. I was checking things out when I heard my 4 year old screaming. He fell from the stairs going downstairs in the basement. There is a 5in wooden platform at the bottom of the stairs. Which is ridiculous. My son hit his head on the wall and scraped up his leg and arm. The stairs didn’t even have a railing. When I called the owner (host) and informed them what happened. They basically said sorry and fuck off. We left immediately after only checking the house for 5mins. Vrbo was no help either on our complain or money. My daughter also slipped on the same stairs. But luckily she didn’t get hurt. I also stepped on black ice rushing my injured son to the car. The snow and ice was not cleaned. Owner (host) kept our $800 when we didn’t stay there at all.
63e84fcb237d6f00badc3012,8183289212,NOT SPECIFIED,89983725,1676169224522,12/02/2023 02:32:43 CST,lovely 3-bedroom unit,en_us,83,*** beware *** do not rent this place (host is a scammer and lier,My daughter also slipped on the same stairs.,HR_REVIEWTEXT,I rented this place for 4 nights for myself and family. What a mistake it was. We reached to this house around 2am. Rental itself looked ok from the outside. Surround it though was very questionable. Didn’t look like a good area. We walked in the place. I was checking things out when I heard my 4 year old screaming. He fell from the stairs going downstairs in the basement. There is a 5in wooden platform at the bottom of the stairs. Which is ridiculous. My son hit his head on the wall and scraped up his leg and arm. The stairs didn’t even have a railing. When I called the owner (host) and informed them what happened. They basically said sorry and fuck off. We left immediately after only checking the house for 5mins. Vrbo was no help either on our complain or money. My daughter also slipped on the same stairs. But luckily she didn’t get hurt. I also stepped on black ice rushing my injured son to the car. The snow and ice was not cleaned. Owner (host) kept our $800 when we didn’t stay there at all.
63d6f568713ca40e3a6c3eb6,8179223529,NOT SPECIFIED,39959236,1675032011367,29/01/2023 22:38:32 CST,"""the loft"" duplex apartment of 50m² charm for 4 to 7 people.",en_us,83,would not recommend!,"Our group WAS the cleaning crew, and we WERE safety inspection crew – constantly watching for baby to not fall down stairs or for bathroom doors to not slide open during bathroom use or to hit a child due to sliding at will and not being able to lock into place – so it is unclear what we are paying for.",HR_REVIEWTEXT,"To Whom It May Concern: 
A VRBO home is supposed to be a home away from home, however, it was difficult to make this claim due to multiple issues encountered with the house that is this particular VRBO home, specifically w/ issues of safety, cleanliness, and amenities provided (or, amenities the VRBO home listing claimed to have provided). It is unacceptable that we had to drive hours home and make multiple trips to the store – when we are already staying at a “home away from home” which, in essence, states it provides these items – in order to grab items such as additional chairs, laundry detergent, salt, pans, etc, as well as in order to clean house, launder sheets; continually be aware of any safety issues to prevent injury; and having to use broken and malfunctioning items, when we paid a significant amount to spend our annual family vacation at this house. 
Issues with safety: 
Baby gate malfunctioning/broken: one-year-old had to be constantly monitored in order to not fall down a flight of stairs, instead of family being able to relax and let children run and play safely
Sofa couch in master bedroom broken: this was a sleeping location for one of the kids, and the fact the a child was not safe to sleep on this is a major safety issue
Barn doors’ locking mechanisms broken on both doors of bathrooms: doors opening when people in bathroom/getting out of showers, with no way to lock doors, and doors not large enough to cover both ends/both cracks of the sides of the bathroom entrance fully, therefore, doors have to be constantly watched in order for anyone to go to the bathroom in peace
Master bathroom shower (downstairs) leaking constantly 
Broken trash can in kitchen – lid broken off and not functional
Issues with cleanliness: 
Dirty sheets on ALL beds: peed-on blankets in upstairs master bedroom specifically, dirty stained sheets in bunk room on both beds, dog hair on all/most beds in entire house
We had to go and purchase laundry detergent in order to wash all sheets prior to being able to even sleep on them
All couches with dirty covers, dog hair everywhere
Floors dirty in kitchen and living room, surfaces dirty
We had to buy disinfectant/Clorox wipes in order to clean surfaces prior to using
The trash bins outside were full from previous guests’ usage, upon our arrival, so we had no room to dispose of our trash
Issues with amenities provided: 
No grill – we had bought food and planned on grilling it, and were unable to, despite the fact that the listing specifically stated there is a grill
No twin bed in bunk room – needed this for one of the children, however, there is no twin bed listed, despite this being included in the list of amenities
No laundry detergent – unable to wash the dirty sheets in the bedrooms or the dirty covers off of the couches (there was about a ¼ cup laundry detergent left upon our arrival; this was used up immediately)
No extra sheets – see comment on dirty sheets above 
No extra blankets
No extra towels – not even enough towels (4 adults showering in upstairs bathroom, with the broken barn door, however only 6 bath towels…in all, for 4 adults x 5 days, even though listing states it sleeps 15) 
Not enough forks – only 10 provided, and we had to wash them multiple times a day in order to have enough silverware for our group for each meal
No salt (despite listing stating “Pantry Items” included)
No toaster – we had specifically counted on toasting breakfast items as well 
Only 8 chairs – listing states “sleeps 15”, however there is only enough chairs to sit 8 people.
Had to go home, couple hours away, in order to get more chairs for our group (which was less than 15 people) 
Overall, the house appears to not have been ready for a group of more than 8 people, or for any group desiring to stay in a clean home away from home, one that is without safety hazards and issues, and one that provides enough basic amenities for all guests to use the house comfortably (the number of guests the house states to be able to “sleep”/provide for). The fact that the house has an exorbitant $3,000 damage fee and a cleaning fee of $225, is highly inappropriate considering the fact that the house was already with multiple malfunctioning, broken, and unsafe necessities/issues and the fact that our group had to clean the house and launder the sheets on the beds prior to being able to even use them. Our group WAS the cleaning crew, and we WERE safety inspection crew – constantly watching for baby to not fall down stairs or for bathroom doors to not slide open during bathroom use or to hit a child due to sliding at will and not being able to lock into place – so it is unclear what we are paying for. 
Our family and group has been renting a VRBO/Airbnb annually for many, many years, and never have we encountered such a lackluster and negative experience on so many fronts. 
TL,DR: 
Positive: the house is aesthetically pleasing and is decorated well – including having a Christmas tree in the living room, as we were at this VRBO home in late December. The location was very beautiful and close to sightseeing and activities in the multiple cities around.
Negatives: house was not clean, sheets and blankets and couch covers dirty/with dog hair/peed on, numerous broken items/safety issues, and lack of promised and listed amenities. Due to this, and us having to function as cleaning crew and safety inspection crew, it was difficult to relax or enjoy our stay here, and, unfortunately, we would not recommend this VRBO rental to anyone."
63e13a4cb99b9927b5188d50,8182272997,NOT SPECIFIED,67566407,1675706292363,06/02/2023 17:35:08 CST,upgraded & charming - florida villa - sleeps 3,en_us,83,stay in miami,Do be cautious on stairs if raining to not slip like I did.,HR_REVIEWTEXT,Very quaint clean place in a quiet neighborhood. Do be cautious on stairs if raining to not slip like I did.
