"Topic = ""H&S VRBO Model - REF"">>Topic = ""Injury"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Injury
Sentiment Filter: All sentences
Matched: 57 sentences
"Injury Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Injury""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Injury""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63d76265807210288110b597,8179345338,NOT SPECIFIED,75807954,1675059838719,30/01/2023 06:23:33 CST,river retreat on golf course and a block from river,en_us,83,perfect weelender,There were a couple chairs that the legs were a bit broken but no issue.,HR_REVIEWTEXT,"The house was great overall. We enjoyed our stay. There was a learning curve to using the cooktop but that was part of the adventure. 
There were a couple chairs that the legs were a bit broken but no issue. We would definitely stay again. Great space and great house. The fireplace was nice"
63dee93b2efa1f669091a27c,8181503644,NOT SPECIFIED,18973875,1675553093901,04/02/2023 23:24:43 CST,"city haven iii:  blocks to zoo, groceries, downtown bus with parking",en_us,83,wonderful stay,I banged my head a couple of times not thinking but it was not a big deal in the grand scheme of things.,HR_REVIEWTEXT,"The location of the property was perfect for us as we were 5 mins away from where we need to be during the week. 

Our host from the onset was very communicative and quick to respond. The apartment had been cleaned early and she reached out to let us know we could check in early even though we didn't ask for it so that was a nice touch, pity we weren't in town yet. 

The apartment was accurate according to the listing and nothing was not a surprise to us which is always nice.

I would say that if you are a tall person (6' 3""), like myself, I would just be a little wary as the ceilings are lower than usual apartments. The issue really wasn't the ceiling in my case, it was the door frames. I banged my head a couple of times not thinking but it was not a big deal in the grand scheme of things.

The bathroom was clean and had plenty of body wash, shampoo and conditioner which was nice to have. 

I would recommend the host to add aluminum foil in the apartment because one day we made frozen pizzas in the oven and as the tray provided had gaps in it we had a little bit of a crumb cleanup because it was impossible to prevent crumbs falling through. 

Parking at the property was very convenient with a caveat. Parking is in the alley way where it's super tight. With a passenger van it's a tight squeeze and you have to be super careful not to not anything. 

Overall, it was a great stay hence the 5 star rating. Thank you for a lovely stay. Would certainly recommend to anyone."
63dbf08d25406b328bff1fc4,8180655105,NOT SPECIFIED,88657794,1675358358997,02/02/2023 17:19:09 CST,"gorgeously updated hillside home with private hot tub, firepit & mountain view",en_us,83,nice house but safety / construction issues,there were exposed staples which cut my friends foot as she was doing down,HR_REVIEWTEXT,"Moose tracks is a really nice rental, with newer finishes, ample room, and beautiful amenities. It’s well maintained and clean. 

However, since it looks like it’s a new construction, we had a couple of issues. One is that on the stairs going down to the basement, there were exposed staples which cut my friends foot as she was doing down. I sent pictures to the Vacasa host but no real response and it wasn’t taken care of. This is a safety hazard. The second, and less important, issue was that the hot tub wasn’t properly working. We were able to
Resolve this with help from the Vacasa team but took a long time and we couldn’t use the tub.

Overall, nice house but with some issues."
63dee3ee5a6c602f6545379c,8181502692,NOT SPECIFIED,32108717,1675551807968,04/02/2023 23:02:06 CST,from luxurycozumel collection - architectural lovers dream retreat!,en_us,83,great stay marred by safety issue,"Unfortunately, one of the lasting memories of our stay were two of my family members injuring themselves on a missing step on the path into the water.",HR_REVIEWTEXT,"Overall - we enjoyed our stay at the Villa. It's a beautiful property. We also hired chefs through Sandra's kitchen which made for a comfortable eating experience. Most of the bedrooms had a mildew smell, which I suppose is understandable in a tropical environment. Unfortunately, one of the lasting memories of our stay were two of my family members injuring themselves on a missing step on the path into the water. One family member bloodied up his lower leg badly and another family member ended up falling and hitting her head and chest. It has been two weeks since our stay and unfortunately her chest pains are still there. I've notified the property manager of the issue so I hope it won't affect future guests."
63d7ea3963bc34179c43681b,8179434716,NOT SPECIFIED,21702812,1675094646887,30/01/2023 16:03:05 CST,secluded smoky mountain log cabin rental between pigeon forge and gatlinburg,en_us,83,great stay,"The only concern I have is the stairs outside, they were very slippery and I took a fall from the top all the way down.",HR_REVIEWTEXT,"This was a perfect getaway! The cabin was clean and comfortable, they allowed our dogs! The only concern I have is the stairs outside, they were very slippery and I took a fall from the top all the way down. I would recommend to put some gripping tape on them. Other than that it was perfect!"
63de887249389441d31439e2,8181384147,NOT SPECIFIED,33491877,1675528347272,04/02/2023 16:31:46 CST,"japanese style home on 1 acre with pool, 1 acre garden planted around lava flow",en_us,83,worst stay ever in hawaii,I fell in and was hurt and it ruined my entire trip.,HR_REVIEWTEXT,"A very dangerous sunk tub in master bathroom. I fell in and was hurt and it ruined my entire trip. Railing or complete removal of this tub should be done. I have brusied left leg, sprain right ankle and bruised right ribs. we arrived at the home all the lock box codes were wrong the housekeeper forgot to put in new codes for us. we get a call from the owner that the day we were to leave was 1/23 and that we were still in the house on on 1/24 according to the housekeeper. We left the house at 9:00 am on 1/23 to our other rental in Kona. 10 days later the owner called and said that we stained the carpet. The carpet had stains from all over the carpet on our arrival on 1/17. I have been to the big island +10 times and this is the worst home we have rented it destroyed my vacation. That bathroom sunken tile tub is dangerous even if its lighted or dark. This could be very good rental if the owners would correct some safety issues, a fall into this tub could kill someone if they hit their head. I was hurt but I also was very lucky it could of been alot worst
Tim"
63de887249389441d31439e2,8181384149,NOT SPECIFIED,33491877,1675528347272,04/02/2023 16:31:46 CST,"japanese style home on 1 acre with pool, 1 acre garden planted around lava flow",en_us,83,worst stay ever in hawaii,"I have brusied left leg, sprain right ankle and bruised right ribs.",HR_REVIEWTEXT,"A very dangerous sunk tub in master bathroom. I fell in and was hurt and it ruined my entire trip. Railing or complete removal of this tub should be done. I have brusied left leg, sprain right ankle and bruised right ribs. we arrived at the home all the lock box codes were wrong the housekeeper forgot to put in new codes for us. we get a call from the owner that the day we were to leave was 1/23 and that we were still in the house on on 1/24 according to the housekeeper. We left the house at 9:00 am on 1/23 to our other rental in Kona. 10 days later the owner called and said that we stained the carpet. The carpet had stains from all over the carpet on our arrival on 1/17. I have been to the big island +10 times and this is the worst home we have rented it destroyed my vacation. That bathroom sunken tile tub is dangerous even if its lighted or dark. This could be very good rental if the owners would correct some safety issues, a fall into this tub could kill someone if they hit their head. I was hurt but I also was very lucky it could of been alot worst
Tim"
63e8343146f9a43d4bbd39b9,8183283257,NOT SPECIFIED,73520579,1676162107545,12/02/2023 00:34:56 CST,"rustic waterfront cabin with screened porch, creek access, washer/dryer, & wifi",en_us,83,would go back again,my son fell multiple times,HR_REVIEWTEXT,We really enjoyed the community this property was in. There was a lot of things to do. It is very close to many activities and places to sightsee. Only complaints were the fireplace had not been cleaned out and my husband had to spend a bit of time cleaning it out and around it before we could use it. Also none of the rugs are secured down. Every time you step on them they slide around. Both of us almost fell several times and my son fell multiple times. Luckily no one got hurt.
63e7d3acb07f813f3d3c9d92,8183255713,NOT SPECIFIED,34079541,1676137398150,11/02/2023 17:43:08 CST,"sayulita, mexico, incredible ocean views,",en_us,83,beautiful house with ocean views and walking distance to everything,"Lots of stairs to get in also, so if you have elders or injured, maybe hard, but worth it for the views this place provides.",HR_REVIEWTEXT,"Seth and his amazing rental managers were super easy to work with and very responsive in helping us with everything from finding a driver to a rental cart to how to open the door. Just a short walk to any food you could want and the beach, it’s centrally located. The hill is a beast, but a good way to get in a short workout. Older folks or anyone with knee or hip problems will require a golf cart to access the property up and down. Lots of stairs to get in also, so if you have elders or injured, maybe hard, but worth it for the views this place provides. If your a night owl, good for you, because between 11pm-4am every night every dance club in town pumps their music as loud as possible and there is no avoiding it. Bring earplugs! If your an early bird, just down the hill, a 1 minute walk is the amazing yah-yah cafe. Would I come back, to this house, absolutely, but with better earplugs. Great overall experience. Kitchen had all of the basics and more, beach towels provided."
63dac6caed844070c51022eb,8180297956,NOT SPECIFIED,29626456,1675282147135,01/02/2023 20:08:42 CST,welcome to arrow ridge lodge,en_us,83,review,"However, every single one of my guests fell down the steps.",HR_REVIEWTEXT,"It was all great. However, every single one of my guests fell down the steps. They were way too shallow and slippery. Other than that, we had a blast."
