"Topic = ""H&S VRBO Model - REF"">>Topic = ""Electrical - Faulty Equipment"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Electrical - Faulty Equipment
Sentiment Filter: All sentences
Matched: 29 sentences
"Electrical - Faulty Equipment Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Electrical - Faulty Equipment""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Electrical - Faulty Equipment""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63daca4cc6f4cb1828cd2aad,8180298839,NOT SPECIFIED,86141437,1675283032149,01/02/2023 20:23:40 CST,"dog-friendly home with private hot tub, ocean/meadow views & shared pools",en_us,83,ocean sunset,"There were a few issues, from the tv in the room with the single queen bed not working, and a couple of the burners on the cooktop not functioning properly (which could be hazardous).",HR_REVIEWTEXT,"We had a great stay, catching up with friends I haven't spent time with in a long time. The place was plenty big (but the listing pictures made everything look much larger), and the kitchen was well-appointed. There were a few issues, from the tv in the room with the single queen bed not working, and a couple of the burners on the cooktop not functioning properly (which could be hazardous). It was great to get away, and I appreciated the early check in, and the ability to purchase a late check out!"
63d6fafeadc74c4cba077fd8,8179241817,NOT SPECIFIED,76499521,1675034000234,29/01/2023 23:02:22 CST,"dog-friendly home near beach with wifi, central ac, private w/d, & deck",en_us,83,fire hazard no hot water,From a licensed electrician view (I am a 32 years Master licensed electrician)If the main breaker is tripping then you have a fire hazard.,HR_REVIEWTEXT,This place was in a great location beautiful home and it was quiet clean to some standards but not to mine. There was blood stain on master bed pillow case. The shower was rinsed out not cleaned like should be. Windex works great on mirrors and all surfaces clean the mirrors and pictures. Should clean with HOT Water not cold nor slightly warm. The hot water heater must had been turned on 70 degrees because we never had hot water. The worst part was when the main breaker tripped and water heater breaker was the only one tripped with it. From a licensed electrician view (I am a 32 years Master licensed electrician)If the main breaker is tripping then you have a fire hazard. I hope they get this fixed immediately. Through all this issue they offered us some very cheap condo instead and not another house. So we had to stay the 2nd night in the house again afraid to sleep or run the heater or anything that may cause an electrical fire. This was January so it got down in the 30's at night. Cold house cold shower sucked. We came here for my daughters bday weekend to celebrate her bday and all our plans were ruined Saturday waiting on maintenance man to arrive (who agreed with me and said he had been telling them to get an electrician out there in the past) andfor the agency to call me to see if they were going to place us in a different home. My daughters bday weekend was ruined. Thank god the things I had planned refunded us most of our money back. I just think this place should do the same. I felt overcharged in the beginning due to being off season and it was only 2 nights. I want a complete refund let's see if they will do the right thing. Still debating if I should do my licensed duty by calling the fire marshal on you which would cost you in major fines if not shut you down completely to do a complete investigation on a your properties. Especially when you break the law and allow is to stay here when you already knew about the main breaker tripping issue and the water heater issue. I want a refund.
63dbc16ad5f4e5627a6d8931,8180560497,NOT SPECIFIED,35175993,1675346301472,02/02/2023 13:58:02 CST,moraira charming villa 5 min from the sea 4/6 pers,en_gb,83,what a disappointment!,"Same cupboards, fridge, well used and grubby utensils and utensils' box, rusty dangerous kettle (the steam pours out of the on/off switch where your hand goes.) and a filthy waste bin area.",HR_REVIEWTEXT,"The villa is in a very quiet residential neighbourhood with partial sea views. It is freshly painted, has a nice driveway and an attractive garden. Inside is a different story to the extent we have lodged an official complaint with VRBO.
We booked the villa a year in advance of our stay of 3 weeks in January 2023 on the basis of - to quote from the villa’s site - “completely renovated (end of works April 2019) and “a completely new kitchen and very well equipped.” These statements are totally untrue.
The kitchen is the same kitchen that was there in January 2014, some 9 years ago! Same cupboards, fridge, well used and grubby utensils and utensils’ box, rusty dangerous kettle (the steam pours out of the on/off switch where your hand goes.) and a filthy waste bin area. Random grubby and useless items were in the kitchen drawers. The gas hob had one non functioning and alarming ring which we had to avoid.
We have supplied VRBO with photographic evidence of all these comments.
The site quotes “sheets, linen and towels are hotel quality”. This was not the case - bed linen was thin and of poor quality and we were expected to have the same sheets throughout our 3 week stay as no clean ones were provided until we insisted the cleaner came and unlocked the cupboard the sheets were locked in.
No information/instruction folder was to be found on arrival which is essential when trying to settle in to a new home."
63d7a432e686ca4e5f711c99,8179379377,NOT SPECIFIED,68407070,1675082047193,30/01/2023 11:04:18 CST,"chalet apt. le grand roignais 16 pax, ski in/out, arc1600, mountain view",nl_nl,83,heerlijk,"een greep uit de gebreken: voordeur sluit alleen door op slot te doen de ramen tochten (leidt tot ongewenst meer energieverbruik) veel lampen doen het niet, peren of schakelaars defect vaatwasser, zeeptabletten klep gaat niet open stapelbedden zijn wankel, bankje bij de eettafel idem",HR_REVIEWTEXT,"een prachtige plek en een appartement met potentie. er zijn alleen veel losse eindjes. een greep uit de gebreken:
voordeur sluit alleen door op slot te doen
de ramen tochten
(leidt tot ongewenst meer energieverbruik)
veel lampen doen het niet, peren of schakelaars defect
vaatwasser, zeeptabletten klep gaat niet open
stapelbedden zijn wankel, bankje bij de eettafel idem"
63d8458c7d18a102728db782,8179571231,NOT SPECIFIED,31845547,1675117974419,30/01/2023 22:32:44 CST,"perfect location! perfect stay! on grand allée, next to plains of abraham",fr_ca,83,retour dans le temps dans un confort agréable.,Les nombreuses prises électriques sur le même prise au mur de la cuisinette me semble un risque d' incendie.,HR_REVIEWTEXT,"Il y aurait lieu de faire des réparations mineures comme le robinet de la salle de bain, ajustement de la barure des portes. Les nombreuses prises électriques sur le même prise au mur de la cuisinette me semble un risque d’incendie. Mais ce fut un séjour parfait."
63cdcdf38bf4f719bc26faa8,8176192946,NOT SPECIFIED,74873762,1674431997213,22/01/2023 23:59:47 CST,waterfront 2-bedrooms 2.5 b condo free parking,en_us,83,misleading description of beds and filthy dirty carpet and fans!,the stove and microwave were either really dirty of damaged,HR_REVIEWTEXT,"I booked and paid for a two bed, two and a half bath condo for 4 adults, one couple and two other adults, so we needed 3 beds. The third bed listed in the description of the property a sofa sleeper/futon bed which I planned for my adult children to take turns sleeping on. We arrived at the property at 1AM on Sunday morning. Imagine my surprise and disappointment when the couch and chair in the living room were neither sleeper sofas nor futons and were not big enough for a 10 year old child to sleep on much less a full grown adult! I found a phone number for the host and texted him asking if we had been given the wrong condo as I was very specific with him prior to our trip that we needed a third bed. He never once said that the 3rd bed was an air mattress that needed to be blown up after we arrived, but this is what he texted me in the wee hours of the morning after we arrived! I could not even find the mattress until the next morning as the closet where it was stored was in a bedroom where my son had already gone to bed. I found the mattress the next morning and when I blew it up the air rushed out through a giant hole in the seam! I called the host and he insisted that it was standard that the 3rd bed was an air bed...never disclosed on VRBO, much less expected when you are booking a vacation property as opposed to an Air B and B. Later that day he had Instacart drop off a new bed. The new bed needed batteries in order to use the pump provided with the bed, however the batteries were not included...stated right on the front of the box..batteries not included! Meanwhile, I filed a complaint with VRBO about the bait and switch in the property description. They finally agreed to rebook us in a different property, but only if the host cancelled our current booking! I went back and forth via text with the host insisting he cancel our booking and he refuseed. I requested he at least refund the cleaning and service fees and he still refused. He then started referring to the fourth person in our party as an ""extra guest"". I booked and paid for 4 adults and specifically requested accommodation with 3 beds. I was never once told the third bed would be an old air mattress with a giant hole in it! The carpet throughout the unit is filthy dirty, the ceiling fans were filthy dirty , the stove and microwave were either really dirty of damaged, there was a giant smear of greas on the cabinet over the microwave. There were holes in walls and dents in doors"
63d107857afe7e320d6d17a6,8177293227,NOT SPECIFIED,71083049,1674643348513,25/01/2023 10:42:13 CST,"apartment megève, 1 bedroom, 4 persons",fr_fr,83,matériel à disposition,Prises électriques au mur qui sortent (juste posées contre le mur) très DANGEREUX pour les enfants.,HR_REVIEWTEXT,"Bonjour,
Appartement qui aurait besoin d'un bon rafraichissement. Prises électriques au mur qui sortent (juste posées contre le mur) très DANGEREUX pour les enfants. Manquait un four à raclette, bols, etc. Beaucoup de perdition de chaleur par les fenêtres de la salle de bain."
63d30daeb9b0b2022de64e8e,8177911892,NOT SPECIFIED,74258924,1674776025947,26/01/2023 23:33:02 CST,super affordable rates on oceanfront comfort at el faro! - reef 204,en_ca,83,el faro residences - reef 204 suite,"Glass range cooktop was significantly damaged with very large cracks in the surface (a small, portable electric burner was provided).",HR_REVIEWTEXT,"Pros - nice infinity swimming pool, close to the beach, great views of the beach & sea, many bars/restaurants to choose from in the downtown core

Cons - Arrived Saturday night, had great difficulty finding a driving route to the property, as many roads in the area were closed off (which is a nightly occurrence). It would’ve been nice to have known this beforehand, and given driving instructions to bypass the numerous road closures. Very noisy locale, given the many bars and in the area - music was blaring till 2 AM every night. The room suite itself was OK, but dated. Barbeque was rusted and ancient. Glass range cooktop was significantly damaged with very large cracks in the surface (a small, portable electric burner was provided). The built-in microwave was also not working (a small, portable microwave was also provided). As is common with other resorts and condominium properties, finding a poolside lounge chair can be daunting if you’re not up early and reserving one for yourself (even though you are instructed not to reserve a chair and leave it for an hour or more, nobody follows that rule…and on-site security doesn’t enforce it)."
63e009569e702852bd6e54dd,8181894661,NOT SPECIFIED,38309707,1675626867022,05/02/2023 19:53:58 CST,grandmas house with a view!,en_us,83,very dated,This home presents a huge fire hazard with all the electrical issues.,HR_REVIEWTEXT,"Upon arriving, we found a note from the host that the furnace had quit working the day before our arrival. And the home was quite cold. When contacting the host was told I was exaggerating that the house was freezing on arrival, that it had to be at least 60 degrees downstairs & 70 upstairs. It was not near that. There was almost 10 space heaters plugged in throughout the home. And we had to also start the fire place and get the fire going with the wet wood they had. Due to all of the space heaters plugged in, it also blew a breaker. We found the breaker box, in the living room wall, covered with a piece of styrofoam and cloth as the breaker cover. The other breaker box had no cover. Several outlets & light switches were without covers. The outlets all had power strips or outlet extenders plugged into them. The downstairs had no smoke alarm and the barrel fire place down there got extremely hot. The ceiling tiles had been wet throughout and starting to fall in. The pictures are deceiving. This home presents a huge fire hazard with all the electrical issues."
63d912a6b230697ee8c65f03,8179787652,NOT SPECIFIED,40027715,1675170479704,31/01/2023 12:59:12 CST,charming 2 bedroom close to wimberley square with hot tub and fire pit!,en_us,83,annual patriots & heroes hunt for purple 💜 vets,"Disappointed road was very bad unless you have a truck All trim needs painting inside Too many remotes ,no instructions or station listing Towel holder was off the wall and in a basket Electrical wall plates broken ,safety hazard Lighting very dimm No House Number on House Blinds missing in guest bedroom Kitchen Fawcett sprayer cord is stretched out and needs adjusting or replace Washer dryer units rusty 1 Porch light burned out in front Guest Log book ,last date entry August 2020 Stayed in Wimberley last 4 years for this event ,older and different styles but always had a better feel This has a Big Corporate Feel which is All about Profit ,cutting corners and deligating daily operations without oversight.",HR_REVIEWTEXT,"Disappointed road was very bad unless you have a truck
All trim needs painting inside
Too many remotes ,no instructions or station listing
Towel holder was off the wall and in a basket
Electrical wall plates broken ,safety hazard
Lighting very dimm
No House Number on House
Blinds missing in guest bedroom 
Kitchen Fawcett sprayer cord is stretched out and needs adjusting or replace
Washer dryer units rusty 
1 Porch light burned out in front
Guest Log book ,last date entry August 2020
Stayed in Wimberley last 4 years for this event ,older and different styles but always had a better feel
This has a Big Corporate Feel
which is All about Profit ,cutting corners and deligating daily operations without oversight. I waited to respond to let me think it all over ,this is my opinion with the input of my wife and Sandy.Those are a lot of minor to does that should have been corrected long before our stay ,That's how I/we came to our conclusion ..."
