"Topic = ""H&S VRBO Model - REF"">>Topic = ""Force Majeure"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Force Majeure
Sentiment Filter: All sentences
Matched: 12 sentences
"Force Majeure Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Force Majeure""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Force Majeure""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63d763b3cea55c43e29d0478,8179345644,NOT SPECIFIED,34335213,1675060177315,30/01/2023 06:29:06 CST,oceanfront studio beach condo daytona beach,en_us,83,central location,"Older unit with significant hurricane damage to the property pool, etc.",HR_REVIEWTEXT,"We stayed here because of the price and nearby location to St Augustine and Orlando. Older unit with significant hurricane damage to the property pool, etc. Beach access was severely limited."
63d81493193a4d16274d9ef3,8179516411,NOT SPECIFIED,59773382,1675105566068,30/01/2023 19:03:47 CST,oceanfront end unit offering breathtaking views from sunup to sundown,en_us,83,comfortable and convenient,"Sadly, Daytona Beach is still recovering from hurricane damage, but, we were prepared as we had excellent communication with our property manager.",HR_REVIEWTEXT,"Spectacular View from the wrap around balcony! Sadly, Daytona Beach is still recovering from hurricane damage, but, we were prepared as we had excellent communication with our property manager. At this time, you do have to walk about 1/2 block to gain beach access. Convenient for food shopping, restaurants and the Daytona Speedway! Beds were VERY comfortable. Definitely planning on returning."
63d7db8d80721028815290ea,8179414401,NOT SPECIFIED,32487110,1675090897991,30/01/2023 15:00:22 CST,oceanfront - daytona beach resort condo -1br/1ba - #256,en_us,83,significant hurricane damage,"However the recent hurricanes have done considerable damage to the building, leaving it without a parking structure, swimming pools, hot tubs and beach access.",HR_REVIEWTEXT,"The condo itself is very nice with a fabulous ocean view. However the recent hurricanes have done considerable damage to the building, leaving it without a parking structure, swimming pools, hot tubs and beach access. Overall I would assess this building as past its prime when it was once a vibrant resort and conference center."
63dd43c61fc67a7fecd46e08,8181017704,NOT SPECIFIED,69339026,1675445243749,03/02/2023 17:26:29 CST,beautiful oceanfront 3/3 ~ professionally designed / completely remodeled,en_us,83,great location. beautiful unit,"Downside was that after the hurricane, almost every Daytona Beach condo had damage to their pool decks and pools.",HR_REVIEWTEXT,"Daytona Beach Shores is a wonderful and central location to enjoy a lot of Florida attractions. From this spot, we took in St. Augestine, NASA, New Smyrna, Ponce De Leon Lighthouse and beach, the State Parks north of Ormond, etc, etc. Also close enough to do theme parks if that's your jam. The condo unit was clean, well-maintained, and well-appointed. 

Downside was that after the hurricane, almost every Daytona Beach condo had damage to their pool decks and pools. So there was no pool at the condo, and the beach was fenced off the entire time we were there. You had to sneak around fences and gates to access the beach. High tide also made most of the beach unaccessable for several hours. During the day, there was a lot of construction on the beach. It is what it is, but I had no idea the damage was so extensive that far North. This is more an FYI for others who may ve considering this spot for vacation."
63da911339757b125b8893e6,8180227208,NOT SPECIFIED,78322415,1675268389753,01/02/2023 16:19:31 CST,luau lagoon with great ocean and beach views,en_us,83,property canceled,Damage from hurricane was not repaired yet.,HR_REVIEWTEXT,Didn’t get to stay here. We were notified the night before we left to drive to location. Damage from hurricane wasn’t repaired yet.
63e478a0a4b3c07a51219768,8183089122,NOT SPECIFIED,90607343,1675917493440,09/02/2023 04:37:52 CST,cozy duplex minutes from wku,en_us,83,weekend with baby daughter,"There were a number òf homes that had been damaged by a previous hurricane, we went to the wrong house at first (no # on the house)luckily we had his phone number in the email.",HR_REVIEWTEXT,"The property was better than expected and on the inside. There were a number òf homes that had been damaged by a previous hurricane, we went to the wrong house at first (no # on the house)luckily we had his phone number in the email. We were close to a couple stores Walmart and a ⛪️ was nearby. .the property was very nice 👌 I would recommend it."
63e3c32abb5ea3705410f86b,8183044007,NOT SPECIFIED,34279538,1675871047199,08/02/2023 15:43:38 CST,waterfront  view with a gulf access,en_us,83,good location and quiet neighborhood,The house was as it appears in the pictures except the screen enclosure around the pool was damaged during the hurricane and not yet replaced which I wished I would have known.,HR_REVIEWTEXT,The house was as it appears in the pictures except the screen enclosure around the pool was damaged during the hurricane and not yet replaced which I wished I would have known. Julia the host greeted us at the house and went over things she was very pleasant. The house is located within 10 minutes to restaurants in Cape Coral and only about 25 minutes to downtown Ft. Myers.
63deb2a523536c7a120e98ff,8181437575,NOT SPECIFIED,88476185,1675539119693,04/02/2023 19:31:49 CST,beautiful 2 br. condo (20730) by houzlet,en_us,83,hurricane damaged,The rental company did not know the property was inhabitable due to hurricane damage.,HR_REVIEWTEXT,"The rental company did not know the property was inhabitable due to hurricane damage. After I booked the stay, I was told the property could not be rented. I still have not received a refund from VRBO for $335.00 rental fee."
63e5663d4c9b362498104aaa,8183138939,NOT SPECIFIED,33251842,1675978311753,09/02/2023 21:31:39 CST,great location- 1 br/2 bath direct oceanfront condo-<br>free wi-fi  new up date,en_us,83,"beautiful view, comfortable stay","The outside of the property needs a bit of work (and not just because of hurricane damage) but inside, this particular unit seems to have been recently updated, is very clean, and offers a stunning ocean view.",HR_REVIEWTEXT,"We enjoyed our short stay at this small, yet lovely unit. The outside of the property needs a bit of work (and not just because of hurricane damage) but inside, this particular unit seems to have been recently updated, is very clean, and offers a stunning ocean view. Entry access was clearly communicated and parking was no problem. LOVED the plush bath towels. We brought our own beach towels but unfortunately, never used them as we happened to be there during very chilly (and windy) weather! I found the king mattress to be comfortable but noisy…anytime my husband moved, it woke me up and my daughter said she could hear it from where she was on the sleeper sofa pullout (which she said was very comfortable). I’m not sure if that king mattress is new and just needs to be broken in or what. Overall, we really enjoyed this place and recommend it for anyone looking for a clean, relaxing place to stay. Also, the owners left a nice touch - when we arrived, there were snack bags and soap/bath/shampoo items on the large kitchen island counter! Thank you!"
63e01ff53db81978cb58ae69,8181921912,NOT SPECIFIED,38303563,1675632695494,05/02/2023 21:30:29 CST,comfy  cozy place,en_us,83,alternative housing,We took this property as a place to stay while working daily at our hurricane damaged property 40 minutes away.,HR_REVIEWTEXT,We took this property as a place to stay while working daily at our hurricane damaged property 40 minutes away. It worked fine for what we needed.
